participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc,RT
s24_abj_fs4,1,1,noise,absent,notCued,noise,NA,0,1671
s24_abj_fs4,1,2,noise,present,notCued,noise,turtle,1,1816
s24_abj_fs4,1,3,congruent,present,label,zebra,zebra,0,2394
s24_abj_fs4,1,4,incongruent,absent,label,football,NA,1,1943
s24_abj_fs4,1,5,incongruent,absent,label,banana,NA,0,1814
s24_abj_fs4,1,6,incongruent,absent,label,turtle,NA,1,1939
s24_abj_fs4,1,7,noise,absent,notCued,noise,NA,0,1899
s24_abj_fs4,1,8,incongruent,present,label,kangaroo,turtle,0,2273
s24_abj_fs4,1,9,incongruent,absent,label,pumpkin,NA,1,2612
s24_abj_fs4,1,10,congruent,present,label,pumpkin,pumpkin,0,1886
s24_abj_fs4,1,11,congruent,present,label,rollingpin,rollingpin,1,1582
s24_abj_fs4,1,12,noise,present,notCued,noise,football,1,2564
s24_abj_fs4,1,13,incongruent,absent,label,kangaroo,NA,1,2080
s24_abj_fs4,1,14,incongruent,absent,label,zebra,NA,1,634
s24_abj_fs4,1,15,incongruent,absent,label,zebra,NA,0,1372
s24_abj_fs4,1,16,incongruent,absent,label,kangaroo,NA,1,2433
s24_abj_fs4,1,17,noise,absent,notCued,noise,NA,1,2129
s24_abj_fs4,1,18,noise,present,notCued,noise,swan,0,1161
s24_abj_fs4,1,19,noise,present,notCued,noise,turtle,0,2535
s24_abj_fs4,1,20,noise,present,notCued,noise,turtle,0,3270
s24_abj_fs4,1,21,incongruent,absent,label,football,NA,0,1814
s24_abj_fs4,1,22,congruent,present,label,zebra,zebra,1,2775
s24_abj_fs4,1,23,noise,absent,notCued,noise,NA,1,3061
s24_abj_fs4,1,24,noise,absent,notCued,noise,NA,1,2281
s24_abj_fs4,1,25,noise,present,notCued,noise,zebra,0,422
s24_abj_fs4,1,26,incongruent,absent,label,swan,NA,1,1953
s24_abj_fs4,1,27,congruent,present,label,football,football,0,1877
s24_abj_fs4,1,28,noise,present,notCued,noise,rollingpin,0,1956
s24_abj_fs4,1,29,noise,absent,notCued,noise,NA,1,1859
s24_abj_fs4,1,30,noise,present,notCued,noise,kangaroo,0,2227
s24_abj_fs4,1,31,congruent,present,label,turtle,turtle,0,2101
s24_abj_fs4,1,32,noise,present,notCued,noise,rollingpin,0,1910
s24_abj_fs4,1,33,noise,present,notCued,noise,kangaroo,0,2339
s24_abj_fs4,1,34,noise,absent,notCued,noise,NA,1,2147
s24_abj_fs4,1,35,noise,present,notCued,noise,kangaroo,1,2375
s24_abj_fs4,1,36,congruent,present,label,banana,banana,0,1940
s24_abj_fs4,1,37,incongruent,absent,label,zebra,NA,1,1478
s24_abj_fs4,1,38,incongruent,absent,label,swan,NA,1,211
s24_abj_fs4,1,39,noise,present,notCued,noise,swan,0,2123
s24_abj_fs4,1,40,noise,absent,notCued,noise,NA,1,1957
s24_abj_fs4,1,41,noise,absent,notCued,noise,NA,1,1944
s24_abj_fs4,1,42,incongruent,present,label,football,rollingpin,0,1888
s24_abj_fs4,1,43,incongruent,present,label,zebra,kangaroo,1,3159
s24_abj_fs4,1,44,congruent,present,label,banana,banana,0,2149
s24_abj_fs4,1,45,noise,present,notCued,noise,kangaroo,0,1925
s24_abj_fs4,1,46,noise,absent,notCued,noise,NA,1,1895
s24_abj_fs4,1,47,congruent,present,label,turtle,turtle,0,1957
s24_abj_fs4,1,48,incongruent,absent,label,banana,NA,1,2519
s24_abj_fs4,1,49,congruent,present,label,kangaroo,kangaroo,0,2529
s24_abj_fs4,1,50,noise,absent,notCued,noise,NA,1,1160
s24_abj_fs4,1,51,noise,present,notCued,noise,zebra,0,423
s24_abj_fs4,1,52,noise,absent,notCued,noise,NA,1,528
s24_abj_fs4,1,53,noise,absent,notCued,noise,NA,1,1858
s24_abj_fs4,1,54,congruent,present,label,pumpkin,pumpkin,0,1934
s24_abj_fs4,1,55,incongruent,absent,label,turtle,NA,1,2592
s24_abj_fs4,1,56,noise,present,notCued,noise,pumpkin,0,642
s24_abj_fs4,1,57,noise,present,notCued,noise,football,0,738
s24_abj_fs4,1,58,noise,absent,notCued,noise,NA,1,318
s24_abj_fs4,1,59,noise,present,notCued,noise,pumpkin,0,321
s24_abj_fs4,1,60,incongruent,absent,label,kangaroo,NA,1,3442
s24_abj_fs4,1,61,noise,present,notCued,noise,pumpkin,0,2174
s24_abj_fs4,1,62,noise,present,notCued,noise,banana,0,1827
s24_abj_fs4,1,63,noise,absent,notCued,noise,NA,1,1879
s24_abj_fs4,1,64,noise,present,notCued,noise,banana,0,1583
s24_abj_fs4,1,65,congruent,present,label,football,football,0,1627
s24_abj_fs4,1,66,noise,absent,notCued,noise,NA,1,950
s24_abj_fs4,1,67,incongruent,absent,label,swan,NA,1,1054
s24_abj_fs4,1,68,noise,absent,notCued,noise,NA,1,1869
s24_abj_fs4,1,69,congruent,present,label,swan,swan,0,1373
s24_abj_fs4,1,70,noise,absent,notCued,noise,NA,1,2266
s24_abj_fs4,1,71,noise,absent,notCued,noise,NA,1,1990
s24_abj_fs4,1,72,incongruent,absent,label,rollingpin,NA,1,1163
s24_abj_fs4,1,73,congruent,present,label,pumpkin,pumpkin,0,642
s24_abj_fs4,1,74,noise,present,notCued,noise,pumpkin,0,1605
s24_abj_fs4,1,75,congruent,present,label,zebra,zebra,0,1582
s24_abj_fs4,1,76,incongruent,absent,label,pumpkin,NA,1,1844
s24_abj_fs4,1,77,noise,absent,notCued,noise,NA,1,734
s24_abj_fs4,1,78,noise,present,notCued,noise,banana,0,1582
s24_abj_fs4,1,79,congruent,present,label,zebra,zebra,0,1838
s24_abj_fs4,1,80,noise,absent,notCued,noise,NA,1,1969
s24_abj_fs4,1,81,noise,absent,notCued,noise,NA,1,2823
s24_abj_fs4,1,82,congruent,present,label,banana,banana,1,2616
s24_abj_fs4,1,83,congruent,present,label,swan,swan,0,2017
s24_abj_fs4,1,84,incongruent,absent,label,pumpkin,NA,1,2004
s24_abj_fs4,1,85,noise,present,notCued,noise,zebra,1,2789
s24_abj_fs4,1,86,noise,present,notCued,noise,swan,0,1882
s24_abj_fs4,1,87,noise,absent,notCued,noise,NA,1,1891
s24_abj_fs4,1,88,noise,present,notCued,noise,swan,0,1373
s24_abj_fs4,1,89,noise,absent,notCued,noise,NA,1,2961
s24_abj_fs4,1,90,incongruent,absent,label,football,NA,1,1909
s24_abj_fs4,1,91,noise,absent,notCued,noise,NA,1,1892
s24_abj_fs4,1,92,noise,present,notCued,noise,banana,0,1861
s24_abj_fs4,1,93,noise,present,notCued,noise,football,0,1859
s24_abj_fs4,1,94,incongruent,absent,label,kangaroo,NA,1,1906
s24_abj_fs4,1,95,noise,present,notCued,noise,swan,0,1957
s24_abj_fs4,1,96,incongruent,absent,label,pumpkin,NA,1,1910
s24_abj_fs4,1,97,noise,absent,notCued,noise,NA,1,1957
s24_abj_fs4,1,98,noise,present,notCued,noise,turtle,0,1892
s24_abj_fs4,1,99,noise,absent,notCued,noise,NA,1,2084
s24_abj_fs4,1,100,incongruent,absent,label,zebra,NA,1,2501
s24_abj_fs4,1,101,incongruent,present,label,swan,zebra,0,1891
s24_abj_fs4,1,102,congruent,present,label,swan,swan,0,1825
s24_abj_fs4,1,103,noise,absent,notCued,noise,NA,1,1880
s24_abj_fs4,1,104,noise,present,notCued,noise,rollingpin,1,2742
s24_abj_fs4,1,105,noise,absent,notCued,noise,NA,1,1945
s24_abj_fs4,1,106,congruent,present,label,kangaroo,kangaroo,0,1907
s24_abj_fs4,1,107,noise,present,notCued,noise,turtle,1,2629
s24_abj_fs4,1,108,congruent,present,label,turtle,turtle,0,2071
s24_abj_fs4,1,109,noise,absent,notCued,noise,NA,1,1941
s24_abj_fs4,1,110,incongruent,absent,label,rollingpin,NA,1,2049
s24_abj_fs4,1,111,congruent,present,label,football,football,0,1924
s24_abj_fs4,1,112,noise,absent,notCued,noise,NA,1,1814
s24_abj_fs4,1,113,incongruent,present,label,banana,swan,0,1829
s24_abj_fs4,1,114,congruent,present,label,banana,banana,0,2072
s24_abj_fs4,1,115,incongruent,absent,label,banana,NA,1,1910
s24_abj_fs4,1,116,congruent,present,label,football,football,1,2658
s24_abj_fs4,1,117,incongruent,absent,label,rollingpin,NA,1,1957
s24_abj_fs4,1,118,noise,absent,notCued,noise,NA,1,1371
s24_abj_fs4,1,119,noise,absent,notCued,noise,NA,1,2323
s24_abj_fs4,1,120,noise,present,notCued,noise,kangaroo,0,1909
s24_abj_fs4,1,121,incongruent,absent,label,turtle,NA,1,1828
s24_abj_fs4,1,122,congruent,present,label,kangaroo,kangaroo,0,1904
s24_abj_fs4,1,123,incongruent,present,label,rollingpin,football,0,1905
s24_abj_fs4,1,124,noise,present,notCued,noise,zebra,0,2100
s24_abj_fs4,1,125,congruent,present,label,pumpkin,pumpkin,0,2366
s24_abj_fs4,1,126,incongruent,absent,label,turtle,NA,1,1942
s24_abj_fs4,1,127,congruent,present,label,kangaroo,kangaroo,1,2689
s24_abj_fs4,1,128,incongruent,absent,label,football,NA,1,2531
s24_abj_fs4,1,129,incongruent,absent,label,kangaroo,NA,1,1972
s24_abj_fs4,1,130,noise,present,notCued,noise,rollingpin,1,2035
s24_abj_fs4,1,131,congruent,present,label,rollingpin,rollingpin,1,1983
s24_abj_fs4,1,132,noise,absent,notCued,noise,NA,1,2136
s24_abj_fs4,1,133,noise,present,notCued,noise,rollingpin,1,1557
s24_abj_fs4,1,134,noise,absent,notCued,noise,NA,1,1766
s24_abj_fs4,1,135,incongruent,absent,label,football,NA,1,1582
s24_abj_fs4,1,136,noise,absent,notCued,noise,NA,1,1756
s24_abj_fs4,1,137,incongruent,absent,label,turtle,NA,1,1811
s24_abj_fs4,1,138,incongruent,absent,label,rollingpin,NA,1,1711
s24_abj_fs4,1,139,noise,present,notCued,noise,football,1,2212
s24_abj_fs4,1,140,incongruent,absent,label,banana,NA,1,4070
s24_abj_fs4,1,141,incongruent,absent,label,swan,NA,1,1874
s24_abj_fs4,1,142,incongruent,absent,label,zebra,NA,1,1831
s24_abj_fs4,1,143,noise,absent,notCued,noise,NA,1,1584
s24_abj_fs4,1,144,congruent,present,label,swan,swan,1,2667
s24_abj_fs4,1,145,incongruent,present,label,zebra,banana,0,1864
s24_abj_fs4,1,146,noise,present,notCued,noise,pumpkin,1,2415
s24_abj_fs4,1,147,noise,present,notCued,noise,banana,0,1668
s24_abj_fs4,1,148,noise,absent,notCued,noise,NA,1,1266
s24_abj_fs4,1,149,incongruent,absent,label,swan,NA,1,1770
s24_abj_fs4,1,150,incongruent,absent,label,kangaroo,NA,1,1372
s24_abj_fs4,1,151,noise,absent,notCued,noise,NA,1,1676
s24_abj_fs4,1,152,incongruent,present,label,football,pumpkin,1,2526
s24_abj_fs4,1,153,noise,present,notCued,noise,zebra,0,1892
s24_abj_fs4,1,154,congruent,present,label,rollingpin,rollingpin,1,2068
s24_abj_fs4,1,155,noise,present,notCued,noise,football,1,2195
s24_abj_fs4,1,156,noise,absent,notCued,noise,NA,1,1780
s24_abj_fs4,1,157,congruent,present,label,turtle,turtle,0,2419
s24_abj_fs4,1,158,congruent,present,label,rollingpin,rollingpin,1,1372
s24_abj_fs4,1,159,incongruent,absent,label,pumpkin,NA,1,1267
s24_abj_fs4,1,160,incongruent,absent,label,swan,NA,1,1480
s24_abj_fs4,2,1,noise,absent,notCued,noise,NA,1,1267
s24_abj_fs4,2,2,congruent,present,label,football,football,1,1596
s24_abj_fs4,2,3,congruent,present,label,rollingpin,rollingpin,1,633
s24_abj_fs4,2,4,incongruent,absent,label,swan,NA,1,2463
s24_abj_fs4,2,5,incongruent,absent,label,turtle,NA,1,1752
s24_abj_fs4,2,6,noise,present,notCued,noise,rollingpin,1,1370
s24_abj_fs4,2,7,congruent,present,label,zebra,zebra,1,1527
s24_abj_fs4,2,8,congruent,present,label,rollingpin,rollingpin,1,739
s24_abj_fs4,2,9,noise,present,notCued,noise,zebra,1,1371
s24_abj_fs4,2,10,noise,absent,notCued,noise,NA,1,1877
s24_abj_fs4,2,11,noise,absent,notCued,noise,NA,1,1477
s24_abj_fs4,2,12,incongruent,absent,label,kangaroo,NA,1,1266
s24_abj_fs4,2,13,incongruent,absent,label,kangaroo,NA,1,1058
s24_abj_fs4,2,14,noise,present,notCued,noise,football,1,1745
s24_abj_fs4,2,15,noise,present,notCued,noise,turtle,0,1733
s24_abj_fs4,2,16,incongruent,absent,label,turtle,NA,1,1161
s24_abj_fs4,2,17,congruent,present,label,kangaroo,kangaroo,1,1744
s24_abj_fs4,2,18,incongruent,absent,label,rollingpin,NA,1,951
s24_abj_fs4,2,19,congruent,present,label,zebra,zebra,1,1162
s24_abj_fs4,2,20,congruent,present,label,rollingpin,rollingpin,1,949
s24_abj_fs4,2,21,congruent,present,label,turtle,turtle,0,1056
s24_abj_fs4,2,22,noise,present,notCued,noise,rollingpin,1,1585
s24_abj_fs4,2,23,noise,present,notCued,noise,turtle,0,1267
s24_abj_fs4,2,24,congruent,present,label,pumpkin,pumpkin,0,1070
s24_abj_fs4,2,25,incongruent,absent,label,pumpkin,NA,1,951
s24_abj_fs4,2,26,incongruent,absent,label,swan,NA,1,1372
s24_abj_fs4,2,27,incongruent,absent,label,kangaroo,NA,1,1055
s24_abj_fs4,2,28,incongruent,absent,label,zebra,NA,1,1053
s24_abj_fs4,2,29,noise,absent,notCued,noise,NA,1,1056
s24_abj_fs4,2,30,incongruent,absent,label,turtle,NA,1,952
s24_abj_fs4,2,31,noise,present,notCued,noise,football,0,1371
s24_abj_fs4,2,32,congruent,present,label,kangaroo,kangaroo,0,1267
s24_abj_fs4,2,33,incongruent,absent,label,rollingpin,NA,1,846
s24_abj_fs4,2,34,congruent,present,label,swan,swan,1,1373
s24_abj_fs4,2,35,noise,absent,notCued,noise,NA,1,1055
s24_abj_fs4,2,36,incongruent,absent,label,pumpkin,NA,1,1160
s24_abj_fs4,2,37,incongruent,absent,label,zebra,NA,1,1161
s24_abj_fs4,2,38,noise,present,notCued,noise,zebra,1,1372
s24_abj_fs4,2,39,incongruent,absent,label,swan,NA,1,1054
s24_abj_fs4,2,40,noise,absent,notCued,noise,NA,1,1055
s24_abj_fs4,2,41,congruent,present,label,swan,swan,1,1584
s24_abj_fs4,2,42,noise,present,notCued,noise,kangaroo,0,1162
s24_abj_fs4,2,43,noise,present,notCued,noise,rollingpin,1,1373
s24_abj_fs4,2,44,noise,present,notCued,noise,swan,1,1923
s24_abj_fs4,2,45,noise,present,notCued,noise,banana,0,1266
s24_abj_fs4,2,46,noise,present,notCued,noise,kangaroo,0,1266
s24_abj_fs4,2,47,noise,present,notCued,noise,pumpkin,0,1070
s24_abj_fs4,2,48,noise,present,notCued,noise,pumpkin,1,1177
s24_abj_fs4,2,49,noise,absent,notCued,noise,NA,1,847
s24_abj_fs4,2,50,congruent,present,label,rollingpin,rollingpin,1,845
s24_abj_fs4,2,51,congruent,present,label,turtle,turtle,1,1372
s24_abj_fs4,2,52,noise,present,notCued,noise,rollingpin,1,1056
s24_abj_fs4,2,53,noise,absent,notCued,noise,NA,1,1163
s24_abj_fs4,2,54,incongruent,absent,label,banana,NA,1,1372
s24_abj_fs4,2,55,noise,present,notCued,noise,kangaroo,1,1712
s24_abj_fs4,2,56,incongruent,present,label,football,rollingpin,1,1509
s24_abj_fs4,2,57,noise,absent,notCued,noise,NA,1,1057
s24_abj_fs4,2,58,congruent,present,label,banana,banana,0,1478
s24_abj_fs4,2,59,noise,present,notCued,noise,zebra,1,1374
s24_abj_fs4,2,60,incongruent,absent,label,football,NA,1,1876
s24_abj_fs4,2,61,congruent,present,label,pumpkin,pumpkin,1,1678
s24_abj_fs4,2,62,congruent,present,label,football,football,1,1371
s24_abj_fs4,2,63,noise,absent,notCued,noise,NA,1,1477
s24_abj_fs4,2,64,incongruent,present,label,kangaroo,turtle,1,1687
s24_abj_fs4,2,65,noise,present,notCued,noise,football,1,2133
s24_abj_fs4,2,66,congruent,present,label,pumpkin,pumpkin,1,1391
s24_abj_fs4,2,67,congruent,present,label,banana,banana,0,1833
s24_abj_fs4,2,68,congruent,present,label,kangaroo,kangaroo,0,2372
s24_abj_fs4,2,69,noise,present,notCued,noise,banana,0,1667
s24_abj_fs4,2,70,incongruent,present,label,football,pumpkin,1,2862
s24_abj_fs4,2,71,noise,absent,notCued,noise,NA,1,1055
s24_abj_fs4,2,72,incongruent,absent,label,football,NA,1,845
s24_abj_fs4,2,73,noise,absent,notCued,noise,NA,1,846
s24_abj_fs4,2,74,noise,present,notCued,noise,kangaroo,0,1369
s24_abj_fs4,2,75,noise,absent,notCued,noise,NA,1,738
s24_abj_fs4,2,76,incongruent,absent,label,swan,NA,1,1055
s24_abj_fs4,2,77,congruent,present,label,turtle,turtle,0,1531
s24_abj_fs4,2,78,noise,absent,notCued,noise,NA,1,1161
s24_abj_fs4,2,79,incongruent,present,label,zebra,kangaroo,0,1478
s24_abj_fs4,2,80,incongruent,absent,label,pumpkin,NA,1,845
s24_abj_fs4,2,81,noise,absent,notCued,noise,NA,1,1525
s24_abj_fs4,2,82,incongruent,absent,label,football,NA,1,844
s24_abj_fs4,2,83,noise,absent,notCued,noise,NA,1,844
s24_abj_fs4,2,84,noise,absent,notCued,noise,NA,1,735
s24_abj_fs4,2,85,noise,present,notCued,noise,football,0,528
s24_abj_fs4,2,86,incongruent,absent,label,banana,NA,1,739
s24_abj_fs4,2,87,congruent,present,label,swan,swan,0,1538
s24_abj_fs4,2,88,noise,present,notCued,noise,banana,0,1160
s24_abj_fs4,2,89,incongruent,absent,label,zebra,NA,1,4070
s24_abj_fs4,2,90,noise,present,notCued,noise,swan,1,1784
s24_abj_fs4,2,91,noise,absent,notCued,noise,NA,1,2822
s24_abj_fs4,2,92,congruent,present,label,swan,swan,1,2018
s24_abj_fs4,2,93,noise,present,notCued,noise,football,1,2120
s24_abj_fs4,2,94,noise,absent,notCued,noise,NA,1,950
s24_abj_fs4,2,95,incongruent,absent,label,rollingpin,NA,1,1472
s24_abj_fs4,2,96,noise,present,notCued,noise,banana,0,1887
s24_abj_fs4,2,97,incongruent,absent,label,turtle,NA,1,1055
s24_abj_fs4,2,98,noise,present,notCued,noise,pumpkin,1,1976
s24_abj_fs4,2,99,noise,absent,notCued,noise,NA,1,847
s24_abj_fs4,2,100,noise,absent,notCued,noise,NA,1,844
s24_abj_fs4,2,101,incongruent,present,label,zebra,banana,0,1265
s24_abj_fs4,2,102,congruent,present,label,football,football,0,1160
s24_abj_fs4,2,103,incongruent,absent,label,kangaroo,NA,1,1480
s24_abj_fs4,2,104,noise,absent,notCued,noise,NA,1,1897
s24_abj_fs4,2,105,noise,absent,notCued,noise,NA,1,1371
s24_abj_fs4,2,106,noise,present,notCued,noise,pumpkin,1,3373
s24_abj_fs4,2,107,incongruent,absent,label,zebra,NA,1,1163
s24_abj_fs4,2,108,congruent,present,label,turtle,turtle,1,2644
s24_abj_fs4,2,109,noise,present,notCued,noise,zebra,1,3316
s24_abj_fs4,2,110,noise,absent,notCued,noise,NA,1,2740
s24_abj_fs4,2,111,incongruent,absent,label,kangaroo,NA,1,950
s24_abj_fs4,2,112,noise,present,notCued,noise,pumpkin,1,4141
s24_abj_fs4,2,113,congruent,present,label,football,football,1,3782
s24_abj_fs4,2,114,noise,absent,notCued,noise,NA,1,2166
s24_abj_fs4,2,115,incongruent,absent,label,football,NA,1,1583
s24_abj_fs4,2,116,incongruent,absent,label,football,NA,1,1473
s24_abj_fs4,2,117,noise,present,notCued,noise,swan,1,2999
s24_abj_fs4,2,118,noise,absent,notCued,noise,NA,1,1371
s24_abj_fs4,2,119,noise,present,notCued,noise,zebra,1,3313
s24_abj_fs4,2,120,congruent,present,label,banana,banana,0,3879
s24_abj_fs4,2,121,incongruent,present,label,rollingpin,football,0,2178
s24_abj_fs4,2,122,noise,present,notCued,noise,swan,0,3446
s24_abj_fs4,2,123,noise,present,notCued,noise,turtle,1,2565
s24_abj_fs4,2,124,incongruent,absent,label,banana,NA,1,1583
s24_abj_fs4,2,125,noise,absent,notCued,noise,NA,1,949
s24_abj_fs4,2,126,noise,absent,notCued,noise,NA,1,1161
s24_abj_fs4,2,127,incongruent,absent,label,kangaroo,NA,1,1266
s24_abj_fs4,2,128,noise,present,notCued,noise,rollingpin,1,2631
s24_abj_fs4,2,129,noise,present,notCued,noise,turtle,0,2981
s24_abj_fs4,2,130,noise,absent,notCued,noise,NA,1,1372
s24_abj_fs4,2,131,noise,absent,notCued,noise,NA,1,1372
s24_abj_fs4,2,132,noise,absent,notCued,noise,NA,1,1267
s24_abj_fs4,2,133,noise,present,notCued,noise,turtle,1,4503
s24_abj_fs4,2,134,noise,present,notCued,noise,kangaroo,1,3077
s24_abj_fs4,2,135,incongruent,present,label,swan,zebra,1,2831
s24_abj_fs4,2,136,noise,absent,notCued,noise,NA,1,1558
s24_abj_fs4,2,137,incongruent,present,label,banana,swan,1,2567
s24_abj_fs4,2,138,noise,absent,notCued,noise,NA,1,1160
s24_abj_fs4,2,139,incongruent,absent,label,turtle,NA,1,845
s24_abj_fs4,2,140,noise,absent,notCued,noise,NA,1,1954
s24_abj_fs4,2,141,noise,absent,notCued,noise,NA,1,1163
s24_abj_fs4,2,142,congruent,present,label,zebra,zebra,0,4789
s24_abj_fs4,2,143,incongruent,absent,label,swan,NA,1,1999
s24_abj_fs4,2,144,noise,absent,notCued,noise,NA,1,1797
s24_abj_fs4,2,145,congruent,present,label,kangaroo,kangaroo,1,3375
s24_abj_fs4,2,146,noise,present,notCued,noise,banana,1,2998
s24_abj_fs4,2,147,incongruent,absent,label,rollingpin,NA,1,3491
s24_abj_fs4,2,148,incongruent,absent,label,pumpkin,NA,1,1478
s24_abj_fs4,2,149,incongruent,absent,label,swan,NA,1,1479
s24_abj_fs4,2,150,incongruent,absent,label,zebra,NA,1,1893
s24_abj_fs4,2,151,noise,absent,notCued,noise,NA,1,1685
s24_abj_fs4,2,152,congruent,present,label,zebra,zebra,1,2632
s24_abj_fs4,2,153,noise,absent,notCued,noise,NA,1,1925
s24_abj_fs4,2,154,congruent,present,label,banana,banana,1,2164
s24_abj_fs4,2,155,noise,absent,notCued,noise,NA,1,2630
s24_abj_fs4,2,156,noise,absent,notCued,noise,NA,1,1767
s24_abj_fs4,2,157,noise,present,notCued,noise,swan,1,3239
s24_abj_fs4,2,158,congruent,present,label,pumpkin,pumpkin,0,2734
s24_abj_fs4,2,159,incongruent,absent,label,banana,NA,1,2168
s24_abj_fs4,2,160,incongruent,absent,label,pumpkin,NA,1,1373
s26_jv_fs4,1,1,noise,absent,notCued,noise,NA,1,3515
s26_jv_fs4,1,2,incongruent,absent,label,zebra,NA,1,4028
s26_jv_fs4,1,3,incongruent,absent,label,pumpkin,NA,1,7415
s26_jv_fs4,1,4,noise,absent,notCued,noise,NA,1,3898
s26_jv_fs4,1,5,incongruent,absent,label,swan,NA,1,5842
s26_jv_fs4,1,6,congruent,present,label,turtle,turtle,0,4568
s26_jv_fs4,1,7,noise,absent,notCued,noise,NA,1,3656
s26_jv_fs4,1,8,noise,present,notCued,noise,banana,1,2517
s26_jv_fs4,1,9,congruent,present,label,turtle,turtle,0,3321
s26_jv_fs4,1,10,noise,absent,notCued,noise,NA,1,3144
s26_jv_fs4,1,11,incongruent,absent,label,zebra,NA,1,2958
s26_jv_fs4,1,12,noise,absent,notCued,noise,NA,1,4617
s26_jv_fs4,1,13,noise,absent,notCued,noise,NA,1,3949
s26_jv_fs4,1,14,congruent,present,label,rollingpin,rollingpin,1,2071
s26_jv_fs4,1,15,noise,present,notCued,noise,banana,1,2555
s26_jv_fs4,1,16,noise,absent,notCued,noise,NA,1,2904
s26_jv_fs4,1,17,congruent,present,label,pumpkin,pumpkin,0,3325
s26_jv_fs4,1,18,incongruent,absent,label,kangaroo,NA,1,2389
s26_jv_fs4,1,19,noise,absent,notCued,noise,NA,1,2105
s26_jv_fs4,1,20,incongruent,present,label,kangaroo,rollingpin,1,2677
s26_jv_fs4,1,21,noise,present,notCued,noise,turtle,0,4698
s26_jv_fs4,1,22,noise,present,notCued,noise,kangaroo,1,3866
s26_jv_fs4,1,23,incongruent,absent,label,rollingpin,NA,1,3527
s26_jv_fs4,1,24,noise,absent,notCued,noise,NA,1,2919
s26_jv_fs4,1,25,incongruent,absent,label,zebra,NA,1,4251
s26_jv_fs4,1,26,noise,absent,notCued,noise,NA,0,3721
s26_jv_fs4,1,27,congruent,present,label,swan,swan,1,3396
s26_jv_fs4,1,28,incongruent,absent,label,turtle,NA,1,6726
s26_jv_fs4,1,29,incongruent,absent,label,rollingpin,NA,1,2423
s26_jv_fs4,1,30,noise,absent,notCued,noise,NA,0,2842
s26_jv_fs4,1,31,noise,absent,notCued,noise,NA,1,4703
s26_jv_fs4,1,32,noise,absent,notCued,noise,NA,1,2619
s26_jv_fs4,1,33,noise,absent,notCued,noise,NA,1,2120
s26_jv_fs4,1,34,incongruent,present,label,football,zebra,0,5159
s26_jv_fs4,1,35,incongruent,present,label,zebra,kangaroo,0,2683
s26_jv_fs4,1,36,congruent,present,label,football,football,0,2535
s26_jv_fs4,1,37,congruent,present,label,turtle,turtle,0,4755
s26_jv_fs4,1,38,congruent,present,label,rollingpin,rollingpin,1,2102
s26_jv_fs4,1,39,noise,absent,notCued,noise,NA,1,2346
s26_jv_fs4,1,40,noise,present,notCued,noise,zebra,0,2249
s26_jv_fs4,1,41,congruent,present,label,football,football,0,1912
s26_jv_fs4,1,42,noise,present,notCued,noise,zebra,0,2475
s26_jv_fs4,1,43,noise,absent,notCued,noise,NA,1,2169
s26_jv_fs4,1,44,incongruent,absent,label,football,NA,1,2318
s26_jv_fs4,1,45,congruent,present,label,turtle,turtle,1,2105
s26_jv_fs4,1,46,incongruent,absent,label,banana,NA,1,2475
s26_jv_fs4,1,47,congruent,present,label,banana,banana,1,1265
s26_jv_fs4,1,48,noise,present,notCued,noise,pumpkin,0,1999
s26_jv_fs4,1,49,incongruent,absent,label,swan,NA,1,2342
s26_jv_fs4,1,50,noise,absent,notCued,noise,NA,1,2300
s26_jv_fs4,1,51,noise,present,notCued,noise,swan,1,1947
s26_jv_fs4,1,52,noise,present,notCued,noise,zebra,0,2105
s26_jv_fs4,1,53,noise,present,notCued,noise,zebra,1,2393
s26_jv_fs4,1,54,noise,present,notCued,noise,banana,0,2648
s26_jv_fs4,1,55,noise,present,notCued,noise,kangaroo,1,1894
s26_jv_fs4,1,56,incongruent,present,label,football,turtle,0,2808
s26_jv_fs4,1,57,noise,absent,notCued,noise,NA,1,3051
s26_jv_fs4,1,58,incongruent,absent,label,banana,NA,1,3514
s26_jv_fs4,1,59,incongruent,absent,label,banana,NA,0,2378
s26_jv_fs4,1,60,noise,absent,notCued,noise,NA,1,2138
s26_jv_fs4,1,61,noise,present,notCued,noise,turtle,0,2264
s26_jv_fs4,1,62,noise,absent,notCued,noise,NA,0,1262
s26_jv_fs4,1,63,noise,absent,notCued,noise,NA,0,948
s26_jv_fs4,1,64,noise,absent,notCued,noise,NA,1,1895
s26_jv_fs4,1,65,noise,absent,notCued,noise,NA,1,1946
s26_jv_fs4,1,66,congruent,present,label,swan,swan,1,1262
s26_jv_fs4,1,67,congruent,present,label,banana,banana,1,2088
s26_jv_fs4,1,68,noise,absent,notCued,noise,NA,1,1851
s26_jv_fs4,1,69,noise,present,notCued,noise,football,0,1673
s26_jv_fs4,1,70,noise,present,notCued,noise,pumpkin,0,1935
s26_jv_fs4,1,71,noise,present,notCued,noise,swan,1,1581
s26_jv_fs4,1,72,incongruent,absent,label,turtle,NA,1,2280
s26_jv_fs4,1,73,noise,absent,notCued,noise,NA,1,1152
s26_jv_fs4,1,74,noise,present,notCued,noise,turtle,0,1160
