participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc,RT
s28_rrs_fs4-2,2,104,noise,absent,notCued,noise,NA,1,1914
s28_rrs_fs4-2,2,105,incongruent,absent,label,kangaroo,NA,1,1846
s28_rrs_fs4-2,2,106,noise,present,notCued,noise,banana,0,2038
s28_rrs_fs4-2,2,107,noise,absent,notCued,noise,NA,1,1802
s28_rrs_fs4-2,2,108,incongruent,absent,label,pumpkin,NA,1,1848
s28_rrs_fs4-2,2,109,noise,present,notCued,noise,pumpkin,1,2335
s28_rrs_fs4-2,2,110,noise,absent,notCued,noise,NA,1,2454
s28_rrs_fs4-2,2,111,congruent,present,label,turtle,turtle,0,2201
s28_rrs_fs4-2,2,112,noise,absent,notCued,noise,NA,1,1863
s28_rrs_fs4-2,2,113,incongruent,absent,label,football,NA,0,2646
s28_rrs_fs4-2,2,114,congruent,present,label,swan,swan,0,2180
s28_rrs_fs4-2,2,115,incongruent,absent,label,pumpkin,NA,1,1816
s28_rrs_fs4-2,2,116,noise,present,notCued,noise,rollingpin,0,1862
s28_rrs_fs4-2,2,117,incongruent,absent,label,zebra,NA,1,1835
s28_rrs_fs4-2,2,118,noise,absent,notCued,noise,NA,1,1833
s28_rrs_fs4-2,2,119,noise,absent,notCued,noise,NA,1,1832
s28_rrs_fs4-2,2,120,noise,present,notCued,noise,zebra,0,2011
s28_rrs_fs4-2,2,121,congruent,present,label,swan,swan,0,1860
s28_rrs_fs4-2,2,122,incongruent,absent,label,swan,NA,1,1894
s28_rrs_fs4-2,2,123,incongruent,absent,label,rollingpin,NA,1,1879
s28_rrs_fs4-2,2,124,noise,present,notCued,noise,kangaroo,0,1735
s28_rrs_fs4-2,2,125,congruent,present,label,swan,swan,0,2019
s28_rrs_fs4-2,2,126,noise,present,notCued,noise,pumpkin,1,1983
s28_rrs_fs4-2,2,127,incongruent,absent,label,banana,NA,1,2152
s28_rrs_fs4-2,2,128,noise,present,notCued,noise,swan,1,3371
s28_rrs_fs4-2,2,129,congruent,present,label,football,football,1,2551
s28_rrs_fs4-2,2,130,congruent,present,label,pumpkin,pumpkin,1,1790
s28_rrs_fs4-2,2,131,noise,present,notCued,noise,banana,0,1914
s28_rrs_fs4-2,2,132,noise,present,notCued,noise,pumpkin,1,1855
s28_rrs_fs4-2,2,133,incongruent,absent,label,kangaroo,NA,1,1860
s28_rrs_fs4-2,2,134,noise,absent,notCued,noise,NA,1,2218
s28_rrs_fs4-2,2,135,noise,absent,notCued,noise,NA,1,1849
s28_rrs_fs4-2,2,136,noise,present,notCued,noise,kangaroo,1,1894
s28_rrs_fs4-2,2,137,congruent,present,label,banana,banana,0,1882
s28_rrs_fs4-2,2,138,incongruent,absent,label,swan,NA,1,1859
s28_rrs_fs4-2,2,139,incongruent,absent,label,banana,NA,1,1867
s28_rrs_fs4-2,2,140,noise,present,notCued,noise,rollingpin,1,1881
s28_rrs_fs4-2,2,141,incongruent,absent,label,pumpkin,NA,1,1893
s28_rrs_fs4-2,2,142,congruent,present,label,kangaroo,kangaroo,1,1474
s28_rrs_fs4-2,2,143,noise,absent,notCued,noise,NA,1,1832
s28_rrs_fs4-2,2,144,noise,present,notCued,noise,turtle,1,2360
s28_rrs_fs4-2,2,145,incongruent,absent,label,swan,NA,1,1843
s28_rrs_fs4-2,2,146,noise,absent,notCued,noise,NA,1,1976
s28_rrs_fs4-2,2,147,incongruent,absent,label,zebra,NA,1,1880
s28_rrs_fs4-2,2,148,congruent,present,label,turtle,turtle,1,2212
s28_rrs_fs4-2,2,149,noise,absent,notCued,noise,NA,1,1831
s28_rrs_fs4-2,2,150,congruent,present,label,swan,swan,1,2706
s28_rrs_fs4-2,2,151,incongruent,absent,label,zebra,NA,1,1368
s28_rrs_fs4-2,2,152,incongruent,absent,label,banana,NA,1,1866
s28_rrs_fs4-2,2,153,incongruent,present,label,zebra,rollingpin,1,2457
s28_rrs_fs4-2,2,154,incongruent,absent,label,pumpkin,NA,1,1539
s28_rrs_fs4-2,2,155,noise,present,notCued,noise,rollingpin,1,1959
s28_rrs_fs4-2,2,156,congruent,present,label,kangaroo,kangaroo,1,1936
s28_rrs_fs4-2,2,157,incongruent,absent,label,turtle,NA,1,1848
s28_rrs_fs4-2,2,158,noise,present,notCued,noise,zebra,1,2296
s28_rrs_fs4-2,2,159,noise,present,notCued,noise,football,1,2136
s28_rrs_fs4-2,2,160,congruent,present,label,turtle,turtle,1,2023
s29_zg_fs4,1,1,noise,present,notCued,noise,swan,1,2543
s29_zg_fs4,1,2,congruent,present,label,swan,swan,1,3113
s29_zg_fs4,1,3,noise,present,notCued,noise,turtle,1,2832
s29_zg_fs4,1,4,noise,present,notCued,noise,football,1,2403
s29_zg_fs4,1,5,noise,present,notCued,noise,banana,1,2309
s29_zg_fs4,1,6,noise,absent,notCued,noise,NA,1,2466
s29_zg_fs4,1,7,noise,absent,notCued,noise,NA,1,2537
s29_zg_fs4,1,8,noise,present,notCued,noise,swan,1,2740
s29_zg_fs4,1,9,incongruent,absent,label,turtle,NA,1,2175
s29_zg_fs4,1,10,noise,present,notCued,noise,football,1,2115
s29_zg_fs4,1,11,incongruent,absent,label,banana,NA,1,3749
s29_zg_fs4,1,12,incongruent,absent,label,zebra,NA,0,2120
s29_zg_fs4,1,13,noise,present,notCued,noise,banana,1,2289
s29_zg_fs4,1,14,noise,present,notCued,noise,pumpkin,1,2255
s29_zg_fs4,1,15,noise,absent,notCued,noise,NA,0,2259
s29_zg_fs4,1,16,incongruent,absent,label,kangaroo,NA,1,3630
s29_zg_fs4,1,17,congruent,present,label,zebra,zebra,1,2163
s29_zg_fs4,1,18,noise,absent,notCued,noise,NA,0,4225
s29_zg_fs4,1,19,noise,present,notCued,noise,rollingpin,1,2243
s29_zg_fs4,1,20,noise,present,notCued,noise,turtle,0,2817
s29_zg_fs4,1,21,noise,absent,notCued,noise,NA,1,2387
s29_zg_fs4,1,22,noise,present,notCued,noise,pumpkin,1,2271
s29_zg_fs4,1,23,noise,absent,notCued,noise,NA,0,4129
s29_zg_fs4,1,24,noise,present,notCued,noise,football,1,3027
s29_zg_fs4,1,25,noise,present,notCued,noise,swan,1,5253
s29_zg_fs4,1,26,congruent,present,label,turtle,turtle,0,3215
s29_zg_fs4,1,27,incongruent,present,label,zebra,turtle,0,2197
s29_zg_fs4,1,28,incongruent,absent,label,pumpkin,NA,1,2032
s29_zg_fs4,1,29,noise,absent,notCued,noise,NA,1,2148
s29_zg_fs4,1,30,congruent,present,label,kangaroo,kangaroo,1,2176
s29_zg_fs4,1,31,congruent,present,label,banana,banana,1,2503
s29_zg_fs4,1,32,noise,present,notCued,noise,turtle,0,4150
s29_zg_fs4,1,33,incongruent,present,label,zebra,rollingpin,1,3012
s29_zg_fs4,1,34,congruent,present,label,pumpkin,pumpkin,1,2174
s29_zg_fs4,1,35,noise,absent,notCued,noise,NA,1,1896
s29_zg_fs4,1,36,congruent,present,label,turtle,turtle,1,2162
s29_zg_fs4,1,37,congruent,present,label,rollingpin,rollingpin,1,2115
s29_zg_fs4,1,38,incongruent,absent,label,banana,NA,1,1905
s29_zg_fs4,1,39,noise,present,notCued,noise,kangaroo,1,2339
s29_zg_fs4,1,40,congruent,present,label,rollingpin,rollingpin,1,2896
s29_zg_fs4,1,41,congruent,present,label,rollingpin,rollingpin,1,1874
s29_zg_fs4,1,42,incongruent,absent,label,turtle,NA,1,2114
s29_zg_fs4,1,43,incongruent,absent,label,turtle,NA,1,2931
s29_zg_fs4,1,44,noise,present,notCued,noise,pumpkin,1,2430
s29_zg_fs4,1,45,incongruent,present,label,banana,swan,1,3126
s29_zg_fs4,1,46,noise,present,notCued,noise,football,1,2597
s29_zg_fs4,1,47,noise,present,notCued,noise,turtle,1,2354
s29_zg_fs4,1,48,incongruent,absent,label,zebra,NA,1,1912
s29_zg_fs4,1,49,incongruent,absent,label,rollingpin,NA,1,2240
s29_zg_fs4,1,50,noise,present,notCued,noise,swan,1,2803
s29_zg_fs4,1,51,incongruent,absent,label,swan,NA,1,1968
s29_zg_fs4,1,52,incongruent,present,label,rollingpin,zebra,1,1956
s29_zg_fs4,1,53,incongruent,absent,label,rollingpin,NA,1,1935
s29_zg_fs4,1,54,incongruent,present,label,rollingpin,banana,1,2255
s29_zg_fs4,1,55,incongruent,absent,label,banana,NA,1,2642
s29_zg_fs4,1,56,noise,absent,notCued,noise,NA,1,2374
s29_zg_fs4,1,57,noise,absent,notCued,noise,NA,1,1955
s29_zg_fs4,1,58,incongruent,absent,label,kangaroo,NA,1,1905
s29_zg_fs4,1,59,congruent,present,label,swan,swan,1,1856
s29_zg_fs4,1,60,noise,absent,notCued,noise,NA,1,1904
s29_zg_fs4,1,61,noise,present,notCued,noise,swan,1,2116
s29_zg_fs4,1,62,incongruent,present,label,pumpkin,kangaroo,1,1966
s29_zg_fs4,1,63,noise,absent,notCued,noise,NA,1,1935
s29_zg_fs4,1,64,incongruent,absent,label,pumpkin,NA,1,1889
s29_zg_fs4,1,65,incongruent,present,label,zebra,pumpkin,1,2257
s29_zg_fs4,1,66,noise,absent,notCued,noise,NA,1,1893
s29_zg_fs4,1,67,noise,absent,notCued,noise,NA,1,1941
s29_zg_fs4,1,68,incongruent,absent,label,football,NA,1,1904
s29_zg_fs4,1,69,noise,absent,notCued,noise,NA,1,2148
s29_zg_fs4,1,70,congruent,present,label,football,football,1,1874
s29_zg_fs4,1,71,congruent,present,label,pumpkin,pumpkin,1,1950
s29_zg_fs4,1,72,incongruent,absent,label,swan,NA,1,2417
s29_zg_fs4,1,73,incongruent,absent,label,football,NA,1,3235
s29_zg_fs4,1,74,noise,absent,notCued,noise,NA,1,2738
s29_zg_fs4,1,75,incongruent,absent,label,zebra,NA,1,2056
s29_zg_fs4,1,76,noise,absent,notCued,noise,NA,1,2195
s29_zg_fs4,1,77,noise,absent,notCued,noise,NA,1,2178
s29_zg_fs4,1,78,incongruent,absent,label,zebra,NA,1,2131
s29_zg_fs4,1,79,noise,present,notCued,noise,rollingpin,1,1940
s29_zg_fs4,1,80,noise,absent,notCued,noise,NA,1,2437
s29_zg_fs4,1,81,congruent,present,label,pumpkin,pumpkin,1,2094
s29_zg_fs4,1,82,congruent,present,label,zebra,zebra,1,2501
s29_zg_fs4,1,83,incongruent,absent,label,pumpkin,NA,1,2724
s29_zg_fs4,1,84,noise,absent,notCued,noise,NA,1,2819
s29_zg_fs4,1,85,congruent,present,label,turtle,turtle,1,3154
s29_zg_fs4,1,86,noise,present,notCued,noise,kangaroo,1,2051
s29_zg_fs4,1,87,noise,present,notCued,noise,banana,1,2258
s29_zg_fs4,1,88,noise,present,notCued,noise,rollingpin,1,2835
s29_zg_fs4,1,89,noise,absent,notCued,noise,NA,1,2115
s29_zg_fs4,1,90,incongruent,absent,label,football,NA,1,2261
s29_zg_fs4,1,91,noise,present,notCued,noise,pumpkin,1,2431
s29_zg_fs4,1,92,noise,present,notCued,noise,rollingpin,1,3123
s29_zg_fs4,1,93,incongruent,absent,label,kangaroo,NA,1,2848
s29_zg_fs4,1,94,congruent,present,label,zebra,zebra,1,3189
s29_zg_fs4,1,95,noise,absent,notCued,noise,NA,1,1941
s29_zg_fs4,1,96,incongruent,absent,label,football,NA,1,2034
s29_zg_fs4,1,97,congruent,present,label,banana,banana,1,2229
s29_zg_fs4,1,98,incongruent,absent,label,pumpkin,NA,1,2482
s29_zg_fs4,1,99,congruent,present,label,football,football,1,2306
s29_zg_fs4,1,100,incongruent,absent,label,zebra,NA,1,1927
s29_zg_fs4,1,101,incongruent,absent,label,rollingpin,NA,1,3568
s29_zg_fs4,1,102,noise,absent,notCued,noise,NA,1,2803
s29_zg_fs4,1,103,incongruent,absent,label,rollingpin,NA,1,2014
s29_zg_fs4,1,104,congruent,present,label,pumpkin,pumpkin,1,1967
s29_zg_fs4,1,105,congruent,present,label,football,football,1,2243
s29_zg_fs4,1,106,congruent,present,label,turtle,turtle,1,2145
s29_zg_fs4,1,107,incongruent,absent,label,rollingpin,NA,1,2130
s29_zg_fs4,1,108,noise,absent,notCued,noise,NA,1,2859
s29_zg_fs4,1,109,noise,absent,notCued,noise,NA,1,2466
s29_zg_fs4,1,110,noise,present,notCued,noise,kangaroo,1,1839
s29_zg_fs4,1,111,noise,absent,notCued,noise,NA,1,2115
s29_zg_fs4,1,112,noise,absent,notCued,noise,NA,1,2550
s29_zg_fs4,1,113,incongruent,present,label,kangaroo,football,1,1839
s29_zg_fs4,1,114,incongruent,absent,label,turtle,NA,1,1890
s29_zg_fs4,1,115,noise,present,notCued,noise,zebra,1,2307
s29_zg_fs4,1,116,noise,absent,notCued,noise,NA,1,1846
s29_zg_fs4,1,117,congruent,present,label,zebra,zebra,1,2807
s29_zg_fs4,1,118,noise,absent,notCued,noise,NA,1,2614
s29_zg_fs4,1,119,noise,present,notCued,noise,kangaroo,1,3141
s29_zg_fs4,1,120,congruent,present,label,swan,swan,1,2400
s29_zg_fs4,1,121,congruent,present,label,kangaroo,kangaroo,1,2092
s29_zg_fs4,1,122,congruent,present,label,kangaroo,kangaroo,1,2178
s29_zg_fs4,1,123,noise,absent,notCued,noise,NA,1,1987
s29_zg_fs4,1,124,noise,absent,notCued,noise,NA,1,2207
s29_zg_fs4,1,125,congruent,present,label,rollingpin,rollingpin,1,1922
s29_zg_fs4,1,126,incongruent,absent,label,kangaroo,NA,1,2427
s29_zg_fs4,1,127,incongruent,absent,label,banana,NA,1,3698
s29_zg_fs4,1,128,noise,absent,notCued,noise,NA,1,2402
s29_zg_fs4,1,129,noise,present,notCued,noise,banana,1,2399
s29_zg_fs4,1,130,noise,absent,notCued,noise,NA,1,2709
s29_zg_fs4,1,131,congruent,present,label,football,football,1,2192
s29_zg_fs4,1,132,incongruent,absent,label,kangaroo,NA,1,2143
s29_zg_fs4,1,133,noise,present,notCued,noise,football,1,2004
s29_zg_fs4,1,134,incongruent,absent,label,swan,NA,1,2108
s29_zg_fs4,1,135,noise,absent,notCued,noise,NA,1,1161
s29_zg_fs4,1,136,congruent,present,label,kangaroo,kangaroo,1,952
s29_zg_fs4,1,137,noise,present,notCued,noise,zebra,1,953
s29_zg_fs4,1,138,noise,absent,notCued,noise,NA,1,1056
s29_zg_fs4,1,139,incongruent,absent,label,pumpkin,NA,1,1163
s29_zg_fs4,1,140,noise,present,notCued,noise,rollingpin,1,952
s29_zg_fs4,1,141,noise,absent,notCued,noise,NA,1,1373
s29_zg_fs4,1,142,noise,absent,notCued,noise,NA,1,1059
s29_zg_fs4,1,143,noise,present,notCued,noise,zebra,1,846
s29_zg_fs4,1,144,noise,absent,notCued,noise,NA,1,1058
s29_zg_fs4,1,145,incongruent,absent,label,zebra,NA,1,951
s29_zg_fs4,1,146,incongruent,absent,label,swan,NA,1,1057
s29_zg_fs4,1,147,noise,present,notCued,noise,zebra,1,951
s29_zg_fs4,1,148,incongruent,absent,label,rollingpin,NA,1,1374
s29_zg_fs4,1,149,incongruent,absent,label,rollingpin,NA,1,1480
s29_zg_fs4,1,150,incongruent,absent,label,turtle,NA,1,1268
s29_zg_fs4,1,151,noise,present,notCued,noise,zebra,1,951
s29_zg_fs4,1,152,noise,present,notCued,noise,banana,1,1585
s29_zg_fs4,1,153,congruent,present,label,banana,banana,1,1265
s29_zg_fs4,1,154,noise,absent,notCued,noise,NA,1,1939
s29_zg_fs4,1,155,congruent,present,label,banana,banana,1,740
s29_zg_fs4,1,156,noise,present,notCued,noise,kangaroo,1,1746
s29_zg_fs4,1,157,noise,present,notCued,noise,pumpkin,1,1567
s29_zg_fs4,1,158,congruent,present,label,swan,swan,1,847
s29_zg_fs4,1,159,noise,absent,notCued,noise,NA,1,1267
s29_zg_fs4,1,160,noise,present,notCued,noise,turtle,1,2124
s29_zg_fs4,2,1,incongruent,absent,label,pumpkin,NA,1,1479
s29_zg_fs4,2,2,incongruent,absent,label,rollingpin,NA,1,1370
s29_zg_fs4,2,3,incongruent,absent,label,turtle,NA,1,1269
s29_zg_fs4,2,4,congruent,present,label,swan,swan,1,741
s29_zg_fs4,2,5,noise,present,notCued,noise,kangaroo,1,1584
s29_zg_fs4,2,6,incongruent,absent,label,pumpkin,NA,1,1524
s29_zg_fs4,2,7,noise,present,notCued,noise,banana,1,950
s29_zg_fs4,2,8,noise,present,notCued,noise,pumpkin,1,1499
s29_zg_fs4,2,9,congruent,present,label,zebra,zebra,1,739
s29_zg_fs4,2,10,congruent,present,label,rollingpin,rollingpin,1,1056
s29_zg_fs4,2,11,congruent,present,label,banana,banana,1,1374
s29_zg_fs4,2,12,congruent,present,label,turtle,turtle,1,951
s29_zg_fs4,2,13,noise,present,notCued,noise,turtle,1,1376
s29_zg_fs4,2,14,noise,absent,notCued,noise,NA,1,1161
s29_zg_fs4,2,15,incongruent,absent,label,swan,NA,1,1057
s29_zg_fs4,2,16,incongruent,absent,label,zebra,NA,1,1163
s29_zg_fs4,2,17,congruent,present,label,football,football,1,949
s29_zg_fs4,2,18,incongruent,absent,label,rollingpin,NA,1,1057
s29_zg_fs4,2,19,noise,absent,notCued,noise,NA,1,1479
s29_zg_fs4,2,20,congruent,present,label,kangaroo,kangaroo,1,1268
s29_zg_fs4,2,21,incongruent,present,label,kangaroo,football,1,1162
s29_zg_fs4,2,22,noise,absent,notCued,noise,NA,1,1161
s29_zg_fs4,2,23,incongruent,absent,label,football,NA,1,1058
s29_zg_fs4,2,24,noise,absent,notCued,noise,NA,1,1162
s29_zg_fs4,2,25,incongruent,absent,label,zebra,NA,1,845
s29_zg_fs4,2,26,congruent,present,label,swan,swan,1,844
s29_zg_fs4,2,27,congruent,present,label,banana,banana,1,1165
s29_zg_fs4,2,28,noise,present,notCued,noise,zebra,1,845
s29_zg_fs4,2,29,incongruent,absent,label,kangaroo,NA,1,741
s29_zg_fs4,2,30,noise,absent,notCued,noise,NA,1,846
s29_zg_fs4,2,31,noise,absent,notCued,noise,NA,1,840
s29_zg_fs4,2,32,incongruent,absent,label,banana,NA,1,846
s29_zg_fs4,2,33,congruent,present,label,football,football,1,846
s29_zg_fs4,2,34,noise,present,notCued,noise,football,1,950
s29_zg_fs4,2,35,congruent,present,label,zebra,zebra,1,738
s29_zg_fs4,2,36,noise,present,notCued,noise,rollingpin,1,846
s29_zg_fs4,2,37,noise,absent,notCued,noise,NA,1,741
s29_zg_fs4,2,38,noise,present,notCued,noise,turtle,1,1524
s29_zg_fs4,2,39,noise,absent,notCued,noise,NA,1,848
s29_zg_fs4,2,40,noise,present,notCued,noise,swan,1,1056
s29_zg_fs4,2,41,congruent,present,label,swan,swan,1,1270
s29_zg_fs4,2,42,noise,present,notCued,noise,rollingpin,1,1163
s29_zg_fs4,2,43,noise,present,notCued,noise,turtle,1,1481
s29_zg_fs4,2,44,noise,present,notCued,noise,swan,1,845
s29_zg_fs4,2,45,noise,present,notCued,noise,zebra,1,843
s29_zg_fs4,2,46,incongruent,absent,label,swan,NA,1,1587
s29_zg_fs4,2,47,congruent,present,label,banana,banana,1,845
s29_zg_fs4,2,48,incongruent,absent,label,zebra,NA,1,1164
s29_zg_fs4,2,49,noise,present,notCued,noise,banana,1,952
s29_zg_fs4,2,50,incongruent,absent,label,banana,NA,1,1383
s29_zg_fs4,2,51,noise,absent,notCued,noise,NA,1,1271
s29_zg_fs4,2,52,congruent,present,label,turtle,turtle,1,1164
s29_zg_fs4,2,53,noise,present,notCued,noise,football,1,952
s29_zg_fs4,2,54,incongruent,absent,label,zebra,NA,1,2226
s29_zg_fs4,2,55,noise,absent,notCued,noise,NA,1,1268
s29_zg_fs4,2,56,incongruent,absent,label,rollingpin,NA,1,1165
s29_zg_fs4,2,57,congruent,present,label,swan,swan,1,951
s29_zg_fs4,2,58,incongruent,absent,label,pumpkin,NA,1,1266
s29_zg_fs4,2,59,incongruent,present,label,rollingpin,zebra,1,1163
s29_zg_fs4,2,60,incongruent,absent,label,kangaroo,NA,1,953
s29_zg_fs4,2,61,noise,present,notCued,noise,rollingpin,1,1055
s29_zg_fs4,2,62,noise,absent,notCued,noise,NA,1,1057
s29_zg_fs4,2,63,noise,absent,notCued,noise,NA,1,1059
s29_zg_fs4,2,64,noise,present,notCued,noise,turtle,1,1476
s29_zg_fs4,2,65,noise,absent,notCued,noise,NA,1,951
s29_zg_fs4,2,66,incongruent,absent,label,turtle,NA,1,1059
s29_zg_fs4,2,67,noise,present,notCued,noise,football,1,952
s29_zg_fs4,2,68,congruent,present,label,rollingpin,rollingpin,1,950
s29_zg_fs4,2,69,noise,present,notCued,noise,pumpkin,1,1919
s29_zg_fs4,2,70,noise,present,notCued,noise,turtle,1,1377
s29_zg_fs4,2,71,congruent,present,label,pumpkin,pumpkin,1,1391
s29_zg_fs4,2,72,incongruent,absent,label,kangaroo,NA,1,1633
s29_zg_fs4,2,73,incongruent,absent,label,pumpkin,NA,1,1057
s29_zg_fs4,2,74,incongruent,absent,label,turtle,NA,1,1268
s29_zg_fs4,2,75,noise,absent,notCued,noise,NA,1,847
s29_zg_fs4,2,76,noise,present,notCued,noise,swan,1,846
s29_zg_fs4,2,77,noise,absent,notCued,noise,NA,1,844
s29_zg_fs4,2,78,noise,absent,notCued,noise,NA,1,1585
s29_zg_fs4,2,79,congruent,present,label,kangaroo,kangaroo,1,1481
s29_zg_fs4,2,80,noise,absent,notCued,noise,NA,1,1162
s29_zg_fs4,2,81,noise,absent,notCued,noise,NA,1,1164
s29_zg_fs4,2,82,incongruent,absent,label,kangaroo,NA,1,1265
s29_zg_fs4,2,83,incongruent,absent,label,pumpkin,NA,1,847
s29_zg_fs4,2,84,incongruent,absent,label,banana,NA,1,846
s29_zg_fs4,2,85,noise,absent,notCued,noise,NA,1,1058
s29_zg_fs4,2,86,incongruent,absent,label,rollingpin,NA,1,950
s29_zg_fs4,2,87,incongruent,present,label,zebra,turtle,1,1374
s29_zg_fs4,2,88,incongruent,absent,label,rollingpin,NA,1,952
s29_zg_fs4,2,89,noise,present,notCued,noise,pumpkin,1,964
s29_zg_fs4,2,90,congruent,present,label,turtle,turtle,1,1163
s29_zg_fs4,2,91,incongruent,present,label,banana,swan,1,1056
s29_zg_fs4,2,92,noise,present,notCued,noise,kangaroo,1,1375
s29_zg_fs4,2,93,incongruent,present,label,rollingpin,banana,1,1373
s29_zg_fs4,2,94,noise,absent,notCued,noise,NA,1,1270
s29_zg_fs4,2,95,noise,absent,notCued,noise,NA,1,1373
s29_zg_fs4,2,96,incongruent,absent,label,rollingpin,NA,1,950
s29_zg_fs4,2,97,noise,present,notCued,noise,kangaroo,1,1266
s29_zg_fs4,2,98,congruent,present,label,zebra,zebra,1,847
s29_zg_fs4,2,99,incongruent,absent,label,football,NA,1,1636
s29_zg_fs4,2,100,noise,absent,notCued,noise,NA,1,1373
s29_zg_fs4,2,101,congruent,present,label,football,football,0,1480
s29_zg_fs4,2,102,noise,present,notCued,noise,football,1,1620
s29_zg_fs4,2,103,incongruent,absent,label,rollingpin,NA,1,2770
s29_zg_fs4,2,104,congruent,present,label,rollingpin,rollingpin,1,952
s29_zg_fs4,2,105,noise,present,notCued,noise,pumpkin,1,2079
s29_zg_fs4,2,106,noise,present,notCued,noise,banana,1,1583
s29_zg_fs4,2,107,noise,present,notCued,noise,zebra,1,845
s29_zg_fs4,2,108,congruent,present,label,pumpkin,pumpkin,1,1285
s29_zg_fs4,2,109,congruent,present,label,zebra,zebra,1,741
s29_zg_fs4,2,110,noise,present,notCued,noise,pumpkin,1,963
s29_zg_fs4,2,111,incongruent,absent,label,swan,NA,1,1950
s29_zg_fs4,2,112,noise,absent,notCued,noise,NA,1,1829
s29_zg_fs4,2,113,congruent,present,label,turtle,turtle,1,1373
s29_zg_fs4,2,114,noise,absent,notCued,noise,NA,1,1374
s29_zg_fs4,2,115,noise,absent,notCued,noise,NA,1,1371
s29_zg_fs4,2,116,congruent,present,label,rollingpin,rollingpin,1,845
s29_zg_fs4,2,117,noise,absent,notCued,noise,NA,1,1374
s29_zg_fs4,2,118,congruent,present,label,pumpkin,pumpkin,1,963
s29_zg_fs4,2,119,incongruent,absent,label,football,NA,1,1374
s29_zg_fs4,2,120,noise,absent,notCued,noise,NA,1,1477
s29_zg_fs4,2,121,noise,absent,notCued,noise,NA,1,1164
s29_zg_fs4,2,122,noise,absent,notCued,noise,NA,1,1267
s29_zg_fs4,2,123,noise,absent,notCued,noise,NA,1,1376
s29_zg_fs4,2,124,noise,absent,notCued,noise,NA,1,1589
s29_zg_fs4,2,125,noise,absent,notCued,noise,NA,1,1481
s29_zg_fs4,2,126,congruent,present,label,kangaroo,kangaroo,1,1165
s29_zg_fs4,2,127,incongruent,absent,label,football,NA,1,1058
s29_zg_fs4,2,128,noise,absent,notCued,noise,NA,1,1514
s29_zg_fs4,2,129,congruent,present,label,football,football,1,742
s29_zg_fs4,2,130,noise,absent,notCued,noise,NA,1,1376
s29_zg_fs4,2,131,incongruent,absent,label,zebra,NA,1,1376
s29_zg_fs4,2,132,noise,absent,notCued,noise,NA,1,1609
s29_zg_fs4,2,133,incongruent,absent,label,swan,NA,1,1268
s29_zg_fs4,2,134,noise,present,notCued,noise,banana,1,1618
s29_zg_fs4,2,135,incongruent,present,label,pumpkin,kangaroo,1,1554
s29_zg_fs4,2,136,noise,present,notCued,noise,kangaroo,1,1049
s29_zg_fs4,2,137,incongruent,absent,label,zebra,NA,1,1375
s29_zg_fs4,2,138,noise,present,notCued,noise,rollingpin,1,951
s29_zg_fs4,2,139,noise,present,notCued,noise,swan,1,1374
s29_zg_fs4,2,140,noise,present,notCued,noise,zebra,1,739
s29_zg_fs4,2,141,noise,absent,notCued,noise,NA,1,1056
s29_zg_fs4,2,142,noise,present,notCued,noise,rollingpin,1,1162
s29_zg_fs4,2,143,incongruent,present,label,zebra,pumpkin,1,1284
s29_zg_fs4,2,144,congruent,present,label,banana,banana,1,847
s29_zg_fs4,2,145,congruent,present,label,kangaroo,kangaroo,1,1373
s29_zg_fs4,2,146,noise,absent,notCued,noise,NA,1,951
s29_zg_fs4,2,147,noise,absent,notCued,noise,NA,1,846
s29_zg_fs4,2,148,noise,present,notCued,noise,banana,1,953
s29_zg_fs4,2,149,incongruent,absent,label,turtle,NA,1,1588
s29_zg_fs4,2,150,noise,absent,notCued,noise,NA,1,847
s29_zg_fs4,2,151,incongruent,absent,label,banana,NA,1,1504
s29_zg_fs4,2,152,noise,present,notCued,noise,kangaroo,1,950
s29_zg_fs4,2,153,noise,present,notCued,noise,swan,1,952
s29_zg_fs4,2,154,noise,present,notCued,noise,football,1,740
s29_zg_fs4,2,155,noise,present,notCued,noise,zebra,1,741
s29_zg_fs4,2,156,incongruent,present,label,zebra,rollingpin,1,742
s29_zg_fs4,2,157,noise,absent,notCued,noise,NA,1,951
s29_zg_fs4,2,158,incongruent,absent,label,turtle,NA,1,950
s29_zg_fs4,2,159,incongruent,absent,label,kangaroo,NA,1,740
s29_zg_fs4,2,160,congruent,present,label,pumpkin,pumpkin,1,642
s30_cjw_fs4,1,1,congruent,present,label,swan,swan,0,1632
s30_cjw_fs4,1,2,noise,present,notCued,noise,football,1,1752
s30_cjw_fs4,1,3,incongruent,present,label,banana,football,1,2022
s30_cjw_fs4,1,4,noise,present,notCued,noise,rollingpin,0,2069
s30_cjw_fs4,1,5,incongruent,absent,label,football,NA,0,1161
s30_cjw_fs4,1,6,noise,present,notCued,noise,banana,0,1695
s30_cjw_fs4,1,7,incongruent,absent,label,zebra,NA,1,1975
s30_cjw_fs4,1,8,incongruent,present,label,banana,swan,1,1779
s30_cjw_fs4,1,9,congruent,present,label,rollingpin,rollingpin,1,1858
s30_cjw_fs4,1,10,noise,absent,notCued,noise,NA,1,1911
s30_cjw_fs4,1,11,incongruent,absent,label,banana,NA,1,2073
