participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc
s31_eka_fs4,2,114,congruent,present,label,kangaroo,kangaroo,1
s31_eka_fs4,2,115,noPic,absent,notCued,noise,NA,1
s31_eka_fs4,2,116,noPic,absent,label,zebra,NA,0
s31_eka_fs4,2,117,congruent,present,label,swan,swan,1
s31_eka_fs4,2,118,congruent,present,label,football,football,0
s31_eka_fs4,2,119,incongruent,present,label,football,pumpkin,0
s31_eka_fs4,2,120,noPic,absent,label,zebra,NA,0
s31_eka_fs4,2,121,noPic,absent,label,zebra,NA,0
s31_eka_fs4,2,122,noPic,absent,label,swan,NA,1
s31_eka_fs4,2,123,incongruent,present,notCued,noise,rollingpin,0
s31_eka_fs4,2,124,incongruent,present,notCued,noise,rollingpin,0
s31_eka_fs4,2,125,noPic,absent,label,swan,NA,1
s31_eka_fs4,2,126,noPic,absent,label,pumpkin,NA,0
s31_eka_fs4,2,127,noPic,absent,label,turtle,NA,0
s31_eka_fs4,2,128,congruent,present,label,kangaroo,kangaroo,0
s31_eka_fs4,2,129,noPic,absent,label,pumpkin,NA,0
s31_eka_fs4,2,130,noPic,absent,notCued,noise,NA,1
s31_eka_fs4,2,131,congruent,present,label,pumpkin,pumpkin,0
s31_eka_fs4,2,132,incongruent,present,notCued,noise,banana,1
s31_eka_fs4,2,133,noPic,absent,label,football,NA,1
s31_eka_fs4,2,134,congruent,present,label,zebra,zebra,1
s31_eka_fs4,2,135,noPic,absent,label,football,NA,0
s31_eka_fs4,2,136,noPic,absent,label,football,NA,1
s31_eka_fs4,2,137,incongruent,present,notCued,noise,pumpkin,0
s31_eka_fs4,2,138,noPic,absent,label,pumpkin,NA,0
s31_eka_fs4,2,139,congruent,present,label,football,football,0
s31_eka_fs4,2,140,incongruent,present,notCued,noise,swan,1
s31_eka_fs4,2,141,congruent,present,label,turtle,turtle,0
s31_eka_fs4,2,142,noPic,absent,label,banana,NA,1
s31_eka_fs4,2,143,incongruent,present,notCued,noise,football,0
s31_eka_fs4,2,144,noPic,absent,notCued,noise,NA,0
s31_eka_fs4,2,145,noPic,absent,notCued,noise,NA,1
s31_eka_fs4,2,146,noPic,absent,notCued,noise,NA,0
s31_eka_fs4,2,147,congruent,present,label,rollingpin,rollingpin,0
s31_eka_fs4,2,148,congruent,present,label,rollingpin,rollingpin,0
s31_eka_fs4,2,149,noPic,absent,notCued,noise,NA,1
s31_eka_fs4,2,150,incongruent,present,notCued,noise,swan,1
s31_eka_fs4,2,151,congruent,present,label,kangaroo,kangaroo,1
s31_eka_fs4,2,152,noPic,absent,label,kangaroo,NA,0
s31_eka_fs4,2,153,noPic,absent,label,kangaroo,NA,0
s31_eka_fs4,2,154,congruent,present,label,turtle,turtle,0
s31_eka_fs4,2,155,incongruent,present,notCued,noise,turtle,0
s31_eka_fs4,2,156,noPic,absent,label,swan,NA,1
s31_eka_fs4,2,157,incongruent,present,notCued,noise,kangaroo,0
s31_eka_fs4,2,158,congruent,present,label,pumpkin,pumpkin,0
s31_eka_fs4,2,159,incongruent,present,notCued,noise,banana,0
s31_eka_fs4,2,160,congruent,present,label,turtle,turtle,1
s32_aj_fs4,1,1,congruent,present,label,swan,swan,0
s32_aj_fs4,1,2,noPic,absent,label,kangaroo,NA,1
s32_aj_fs4,1,3,noPic,absent,notCued,noise,NA,1
s32_aj_fs4,1,4,noPic,absent,label,football,NA,1
s32_aj_fs4,1,5,noPic,absent,label,zebra,NA,1
s32_aj_fs4,1,6,congruent,present,label,swan,swan,0
s32_aj_fs4,1,7,noPic,absent,notCued,noise,NA,1
s32_aj_fs4,1,8,incongruent,present,notCued,noise,football,0
s32_aj_fs4,1,9,noPic,absent,label,pumpkin,NA,0
s32_aj_fs4,1,10,noPic,absent,label,turtle,NA,1
s32_aj_fs4,1,11,incongruent,present,notCued,noise,turtle,0
s32_aj_fs4,1,12,noPic,absent,notCued,noise,NA,1
s32_aj_fs4,1,13,noPic,absent,notCued,noise,NA,1
s32_aj_fs4,1,14,congruent,present,label,kangaroo,kangaroo,0
s32_aj_fs4,1,15,incongruent,present,notCued,noise,rollingpin,0
s32_aj_fs4,1,16,noPic,absent,label,turtle,NA,1
s32_aj_fs4,1,17,noPic,absent,notCued,noise,NA,1
s32_aj_fs4,1,18,incongruent,present,notCued,noise,kangaroo,0
s32_aj_fs4,1,19,noPic,absent,label,turtle,NA,1
s32_aj_fs4,1,20,incongruent,present,notCued,noise,turtle,0
s32_aj_fs4,1,21,incongruent,present,label,zebra,kangaroo,0
