subjCode,gender,block,trial_num,sound_file,sound_name,pic_name,is_valid,cue,is_pres,validity_prompt,rt,rtValid,obj_presence_acc,obj_identified_acc,latency,validity_recoded
s24_abj_fs4,M,1,1,noise,noise,NA,valid,notCued,absent,football,1671,1039,0,0,NA,notCued
s24_abj_fs4,M,1,2,noise,noise,turtle,invalid,notCued,present,zebra,1816,975,1,1,1816,notCued
s24_abj_fs4,M,1,3,zebra_label,zebra,zebra,valid,label,present,zebra,2394,NA,0,NA,NA,valid
s24_abj_fs4,M,1,4,football_label,football,NA,invalid,label,absent,football,1943,NA,1,NA,1943,invalid
s24_abj_fs4,M,1,5,banana_label,banana,NA,valid,label,absent,banana,1814,671,0,1,NA,valid
s24_abj_fs4,M,1,6,turtle_label,turtle,NA,valid,label,absent,turtle,1939,NA,1,NA,1939,valid
s24_abj_fs4,M,1,7,noise,noise,NA,valid,notCued,absent,football,1899,1280,0,0,NA,notCued
s24_abj_fs4,M,1,8,kangaroo_label,kangaroo,turtle,invalid,label,present,kangaroo,2273,NA,0,NA,NA,invalid
s24_abj_fs4,M,1,9,pumpkin_label,pumpkin,NA,valid,label,absent,pumpkin,2612,NA,1,NA,2612,valid
s24_abj_fs4,M,1,10,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,1886,NA,0,NA,NA,valid
s24_abj_fs4,M,1,11,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,1582,1127,1,1,1582,valid
s24_abj_fs4,M,1,12,noise,noise,football,valid,notCued,present,football,2564,1023,1,0,2564,notCued
s24_abj_fs4,M,1,13,kangaroo_label,kangaroo,NA,invalid,label,absent,kangaroo,2080,NA,1,NA,2080,invalid
s24_abj_fs4,M,1,14,zebra_label,zebra,NA,valid,label,absent,zebra,634,NA,1,NA,634,valid
s24_abj_fs4,M,1,15,zebra_label,zebra,NA,valid,label,absent,zebra,1372,655,0,1,NA,valid
s24_abj_fs4,M,1,16,kangaroo_label,kangaroo,NA,invalid,label,absent,kangaroo,2433,NA,1,NA,2433,invalid
s24_abj_fs4,M,1,17,noise,noise,NA,valid,notCued,absent,rollingpin,2129,NA,1,NA,2129,notCued
s24_abj_fs4,M,1,18,noise,noise,swan,invalid,notCued,present,banana,1161,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,19,noise,noise,turtle,valid,notCued,present,turtle,2535,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,20,noise,noise,turtle,valid,notCued,present,turtle,3270,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,21,football_label,football,NA,valid,label,absent,football,1814,719,0,1,NA,valid
s24_abj_fs4,M,1,22,zebra_label,zebra,zebra,valid,label,present,zebra,2775,351,1,1,2775,valid
s24_abj_fs4,M,1,23,noise,noise,NA,valid,notCued,absent,turtle,3061,NA,1,NA,3061,notCued
s24_abj_fs4,M,1,24,noise,noise,NA,invalid,notCued,absent,swan,2281,NA,1,NA,2281,notCued
s24_abj_fs4,M,1,25,noise,noise,zebra,valid,notCued,present,zebra,422,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,26,swan_label,swan,NA,valid,label,absent,swan,1953,NA,1,NA,1953,valid
s24_abj_fs4,M,1,27,football_label,football,football,valid,label,present,football,1877,NA,0,NA,NA,valid
s24_abj_fs4,M,1,28,noise,noise,rollingpin,valid,notCued,present,rollingpin,1956,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,29,noise,noise,NA,valid,notCued,absent,banana,1859,NA,1,NA,1859,notCued
s24_abj_fs4,M,1,30,noise,noise,kangaroo,valid,notCued,present,kangaroo,2227,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,31,turtle_label,turtle,turtle,valid,label,present,turtle,2101,NA,0,NA,NA,valid
s24_abj_fs4,M,1,32,noise,noise,rollingpin,valid,notCued,present,rollingpin,1910,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,33,noise,noise,kangaroo,valid,notCued,present,kangaroo,2339,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,34,noise,noise,NA,valid,notCued,absent,swan,2147,NA,1,NA,2147,notCued
s24_abj_fs4,M,1,35,noise,noise,kangaroo,valid,notCued,present,kangaroo,2375,1263,1,1,2375,notCued
s24_abj_fs4,M,1,36,banana_label,banana,banana,valid,label,present,banana,1940,NA,0,NA,NA,valid
s24_abj_fs4,M,1,37,zebra_label,zebra,NA,valid,label,absent,zebra,1478,NA,1,NA,1478,valid
s24_abj_fs4,M,1,38,swan_label,swan,NA,valid,label,absent,swan,211,NA,1,NA,211,valid
s24_abj_fs4,M,1,39,noise,noise,swan,valid,notCued,present,swan,2123,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,40,noise,noise,NA,valid,notCued,absent,banana,1957,NA,1,NA,1957,notCued
s24_abj_fs4,M,1,41,noise,noise,NA,valid,notCued,absent,zebra,1944,NA,1,NA,1944,notCued
s24_abj_fs4,M,1,42,football_label,football,rollingpin,invalid,label,present,football,1888,NA,0,NA,NA,invalid
s24_abj_fs4,M,1,43,zebra_label,zebra,kangaroo,invalid,label,present,zebra,3159,543,1,0,3159,invalid
s24_abj_fs4,M,1,44,banana_label,banana,banana,valid,label,present,banana,2149,NA,0,NA,NA,valid
s24_abj_fs4,M,1,45,noise,noise,kangaroo,valid,notCued,present,kangaroo,1925,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,46,noise,noise,NA,valid,notCued,absent,pumpkin,1895,NA,1,NA,1895,notCued
s24_abj_fs4,M,1,47,turtle_label,turtle,turtle,valid,label,present,turtle,1957,NA,0,NA,NA,valid
s24_abj_fs4,M,1,48,banana_label,banana,NA,valid,label,absent,banana,2519,NA,1,NA,2519,valid
s24_abj_fs4,M,1,49,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,2529,NA,0,NA,NA,valid
s24_abj_fs4,M,1,50,noise,noise,NA,valid,notCued,absent,pumpkin,1160,NA,1,NA,1160,notCued
s24_abj_fs4,M,1,51,noise,noise,zebra,valid,notCued,present,zebra,423,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,52,noise,noise,NA,valid,notCued,absent,banana,528,NA,1,NA,528,notCued
s24_abj_fs4,M,1,53,noise,noise,NA,valid,notCued,absent,swan,1858,NA,1,NA,1858,notCued
s24_abj_fs4,M,1,54,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,1934,NA,0,NA,NA,valid
s24_abj_fs4,M,1,55,turtle_label,turtle,NA,valid,label,absent,turtle,2592,NA,1,NA,2592,valid
s24_abj_fs4,M,1,56,noise,noise,pumpkin,valid,notCued,present,pumpkin,642,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,57,noise,noise,football,valid,notCued,present,football,738,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,58,noise,noise,NA,valid,notCued,absent,kangaroo,318,NA,1,NA,318,notCued
s24_abj_fs4,M,1,59,noise,noise,pumpkin,valid,notCued,present,pumpkin,321,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,60,kangaroo_label,kangaroo,NA,valid,label,absent,kangaroo,3442,NA,1,NA,3442,valid
s24_abj_fs4,M,1,61,noise,noise,pumpkin,valid,notCued,present,pumpkin,2174,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,62,noise,noise,banana,valid,notCued,present,banana,1827,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,63,noise,noise,NA,valid,notCued,absent,swan,1879,NA,1,NA,1879,notCued
s24_abj_fs4,M,1,64,noise,noise,banana,valid,notCued,present,banana,1583,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,65,football_label,football,football,valid,label,present,football,1627,NA,0,NA,NA,valid
s24_abj_fs4,M,1,66,noise,noise,NA,valid,notCued,absent,rollingpin,950,NA,1,NA,950,notCued
s24_abj_fs4,M,1,67,swan_label,swan,NA,valid,label,absent,swan,1054,NA,1,NA,1054,valid
s24_abj_fs4,M,1,68,noise,noise,NA,invalid,notCued,absent,rollingpin,1869,NA,1,NA,1869,notCued
s24_abj_fs4,M,1,69,swan_label,swan,swan,valid,label,present,swan,1373,NA,0,NA,NA,valid
s24_abj_fs4,M,1,70,noise,noise,NA,valid,notCued,absent,football,2266,NA,1,NA,2266,notCued
s24_abj_fs4,M,1,71,noise,noise,NA,invalid,notCued,absent,banana,1990,NA,1,NA,1990,notCued
s24_abj_fs4,M,1,72,rollingpin_label,rollingpin,NA,valid,label,absent,rollingpin,1163,NA,1,NA,1163,valid
s24_abj_fs4,M,1,73,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,642,NA,0,NA,NA,valid
s24_abj_fs4,M,1,74,noise,noise,pumpkin,valid,notCued,present,pumpkin,1605,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,75,zebra_label,zebra,zebra,valid,label,present,zebra,1582,NA,0,NA,NA,valid
s24_abj_fs4,M,1,76,pumpkin_label,pumpkin,NA,invalid,label,absent,pumpkin,1844,NA,1,NA,1844,invalid
s24_abj_fs4,M,1,77,noise,noise,NA,valid,notCued,absent,kangaroo,734,NA,1,NA,734,notCued
s24_abj_fs4,M,1,78,noise,noise,banana,invalid,notCued,present,football,1582,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,79,zebra_label,zebra,zebra,valid,label,present,zebra,1838,NA,0,NA,NA,valid
s24_abj_fs4,M,1,80,noise,noise,NA,invalid,notCued,absent,rollingpin,1969,NA,1,NA,1969,notCued
s24_abj_fs4,M,1,81,noise,noise,NA,valid,notCued,absent,turtle,2823,NA,1,NA,2823,notCued
s24_abj_fs4,M,1,82,banana_label,banana,banana,valid,label,present,banana,2616,575,1,1,2616,valid
s24_abj_fs4,M,1,83,swan_label,swan,swan,valid,label,present,swan,2017,NA,0,NA,NA,valid
s24_abj_fs4,M,1,84,pumpkin_label,pumpkin,NA,valid,label,absent,pumpkin,2004,NA,1,NA,2004,valid
s24_abj_fs4,M,1,85,noise,noise,zebra,invalid,notCued,present,football,2789,1903,1,1,2789,notCued
s24_abj_fs4,M,1,86,noise,noise,swan,valid,notCued,present,swan,1882,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,87,noise,noise,NA,invalid,notCued,absent,banana,1891,NA,1,NA,1891,notCued
s24_abj_fs4,M,1,88,noise,noise,swan,valid,notCued,present,swan,1373,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,89,noise,noise,NA,valid,notCued,absent,pumpkin,2961,NA,1,NA,2961,notCued
s24_abj_fs4,M,1,90,football_label,football,NA,valid,label,absent,football,1909,NA,1,NA,1909,valid
s24_abj_fs4,M,1,91,noise,noise,NA,valid,notCued,absent,zebra,1892,NA,1,NA,1892,notCued
s24_abj_fs4,M,1,92,noise,noise,banana,valid,notCued,present,banana,1861,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,93,noise,noise,football,valid,notCued,present,football,1859,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,94,kangaroo_label,kangaroo,NA,valid,label,absent,kangaroo,1906,NA,1,NA,1906,valid
s24_abj_fs4,M,1,95,noise,noise,swan,valid,notCued,present,swan,1957,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,96,pumpkin_label,pumpkin,NA,valid,label,absent,pumpkin,1910,NA,1,NA,1910,valid
s24_abj_fs4,M,1,97,noise,noise,NA,valid,notCued,absent,banana,1957,NA,1,NA,1957,notCued
s24_abj_fs4,M,1,98,noise,noise,turtle,valid,notCued,present,turtle,1892,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,99,noise,noise,NA,valid,notCued,absent,rollingpin,2084,NA,1,NA,2084,notCued
s24_abj_fs4,M,1,100,zebra_label,zebra,NA,valid,label,absent,zebra,2501,NA,1,NA,2501,valid
s24_abj_fs4,M,1,101,swan_label,swan,zebra,invalid,label,present,swan,1891,NA,0,NA,NA,invalid
s24_abj_fs4,M,1,102,swan_label,swan,swan,valid,label,present,swan,1825,NA,0,NA,NA,valid
s24_abj_fs4,M,1,103,noise,noise,NA,valid,notCued,absent,turtle,1880,NA,1,NA,1880,notCued
s24_abj_fs4,M,1,104,noise,noise,rollingpin,valid,notCued,present,rollingpin,2742,1231,1,1,2742,notCued
s24_abj_fs4,M,1,105,noise,noise,NA,invalid,notCued,absent,swan,1945,NA,1,NA,1945,notCued
s24_abj_fs4,M,1,106,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,1907,NA,0,NA,NA,valid
s24_abj_fs4,M,1,107,noise,noise,turtle,valid,notCued,present,turtle,2629,991,1,1,2629,notCued
s24_abj_fs4,M,1,108,turtle_label,turtle,turtle,valid,label,present,turtle,2071,NA,0,NA,NA,valid
s24_abj_fs4,M,1,109,noise,noise,NA,invalid,notCued,absent,turtle,1941,NA,1,NA,1941,notCued
s24_abj_fs4,M,1,110,rollingpin_label,rollingpin,NA,valid,label,absent,rollingpin,2049,NA,1,NA,2049,valid
s24_abj_fs4,M,1,111,football_label,football,football,valid,label,present,football,1924,NA,0,NA,NA,valid
s24_abj_fs4,M,1,112,noise,noise,NA,valid,notCued,absent,pumpkin,1814,NA,1,NA,1814,notCued
s24_abj_fs4,M,1,113,banana_label,banana,swan,invalid,label,present,banana,1829,NA,0,NA,NA,invalid
s24_abj_fs4,M,1,114,banana_label,banana,banana,valid,label,present,banana,2072,NA,0,NA,NA,valid
s24_abj_fs4,M,1,115,banana_label,banana,NA,valid,label,absent,banana,1910,NA,1,NA,1910,valid
s24_abj_fs4,M,1,116,football_label,football,football,valid,label,present,football,2658,495,1,1,2658,valid
s24_abj_fs4,M,1,117,rollingpin_label,rollingpin,NA,valid,label,absent,rollingpin,1957,NA,1,NA,1957,valid
s24_abj_fs4,M,1,118,noise,noise,NA,valid,notCued,absent,swan,1371,NA,1,NA,1371,notCued
s24_abj_fs4,M,1,119,noise,noise,NA,valid,notCued,absent,football,2323,NA,1,NA,2323,notCued
s24_abj_fs4,M,1,120,noise,noise,kangaroo,invalid,notCued,present,pumpkin,1909,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,121,turtle_label,turtle,NA,valid,label,absent,turtle,1828,NA,1,NA,1828,valid
s24_abj_fs4,M,1,122,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,1904,NA,0,NA,NA,valid
s24_abj_fs4,M,1,123,rollingpin_label,rollingpin,football,invalid,label,present,rollingpin,1905,NA,0,NA,NA,invalid
s24_abj_fs4,M,1,124,noise,noise,zebra,valid,notCued,present,zebra,2100,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,125,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,2366,NA,0,NA,NA,valid
s24_abj_fs4,M,1,126,turtle_label,turtle,NA,invalid,label,absent,turtle,1942,NA,1,NA,1942,invalid
s24_abj_fs4,M,1,127,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,2689,687,1,1,2689,valid
s24_abj_fs4,M,1,128,football_label,football,NA,valid,label,absent,football,2531,NA,1,NA,2531,valid
s24_abj_fs4,M,1,129,kangaroo_label,kangaroo,NA,valid,label,absent,kangaroo,1972,NA,1,NA,1972,valid
s24_abj_fs4,M,1,130,noise,noise,rollingpin,invalid,notCued,present,turtle,2035,1120,1,1,2035,notCued
s24_abj_fs4,M,1,131,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,1983,1951,1,1,1983,valid
s24_abj_fs4,M,1,132,noise,noise,NA,valid,notCued,absent,turtle,2136,NA,1,NA,2136,notCued
s24_abj_fs4,M,1,133,noise,noise,rollingpin,valid,notCued,present,rollingpin,1557,592,1,1,1557,notCued
s24_abj_fs4,M,1,134,noise,noise,NA,invalid,notCued,absent,banana,1766,NA,1,NA,1766,notCued
s24_abj_fs4,M,1,135,football_label,football,NA,valid,label,absent,football,1582,NA,1,NA,1582,valid
s24_abj_fs4,M,1,136,noise,noise,NA,valid,notCued,absent,kangaroo,1756,NA,1,NA,1756,notCued
s24_abj_fs4,M,1,137,turtle_label,turtle,NA,valid,label,absent,turtle,1811,NA,1,NA,1811,valid
s24_abj_fs4,M,1,138,rollingpin_label,rollingpin,NA,valid,label,absent,rollingpin,1711,NA,1,NA,1711,valid
s24_abj_fs4,M,1,139,noise,noise,football,invalid,notCued,present,pumpkin,2212,1263,1,1,2212,notCued
s24_abj_fs4,M,1,140,banana_label,banana,NA,valid,label,absent,banana,4070,NA,1,NA,4070,valid
s24_abj_fs4,M,1,141,swan_label,swan,NA,invalid,label,absent,swan,1874,NA,1,NA,1874,invalid
s24_abj_fs4,M,1,142,zebra_label,zebra,NA,invalid,label,absent,zebra,1831,NA,1,NA,1831,invalid
s24_abj_fs4,M,1,143,noise,noise,NA,valid,notCued,absent,zebra,1584,NA,1,NA,1584,notCued
s24_abj_fs4,M,1,144,swan_label,swan,swan,valid,label,present,swan,2667,575,1,1,2667,valid
s24_abj_fs4,M,1,145,zebra_label,zebra,banana,invalid,label,present,zebra,1864,NA,0,NA,NA,invalid
s24_abj_fs4,M,1,146,noise,noise,pumpkin,invalid,notCued,present,zebra,2415,1184,1,1,2415,notCued
s24_abj_fs4,M,1,147,noise,noise,banana,valid,notCued,present,banana,1668,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,148,noise,noise,NA,valid,notCued,absent,rollingpin,1266,NA,1,NA,1266,notCued
s24_abj_fs4,M,1,149,swan_label,swan,NA,invalid,label,absent,swan,1770,NA,1,NA,1770,invalid
s24_abj_fs4,M,1,150,kangaroo_label,kangaroo,NA,valid,label,absent,kangaroo,1372,NA,1,NA,1372,valid
s24_abj_fs4,M,1,151,noise,noise,NA,valid,notCued,absent,kangaroo,1676,NA,1,NA,1676,notCued
s24_abj_fs4,M,1,152,football_label,football,pumpkin,invalid,label,present,football,2526,1055,1,1,2526,invalid
s24_abj_fs4,M,1,153,noise,noise,zebra,valid,notCued,present,zebra,1892,NA,0,NA,NA,notCued
s24_abj_fs4,M,1,154,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,2068,720,1,1,2068,valid
s24_abj_fs4,M,1,155,noise,noise,football,valid,notCued,present,football,2195,479,1,1,2195,notCued
s24_abj_fs4,M,1,156,noise,noise,NA,valid,notCued,absent,zebra,1780,NA,1,NA,1780,notCued
s24_abj_fs4,M,1,157,turtle_label,turtle,turtle,valid,label,present,turtle,2419,NA,0,NA,NA,valid
s24_abj_fs4,M,1,158,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,1372,952,1,1,1372,valid
s24_abj_fs4,M,1,159,pumpkin_label,pumpkin,NA,valid,label,absent,pumpkin,1267,NA,1,NA,1267,valid
s24_abj_fs4,M,1,160,swan_label,swan,NA,valid,label,absent,swan,1480,NA,1,NA,1480,valid
s24_abj_fs4,M,2,1,noise,noise,NA,valid,notCued,absent,banana,1267,NA,1,NA,1267,notCued
s24_abj_fs4,M,2,2,football_label,football,football,valid,label,present,football,1596,655,1,1,1596,valid
s24_abj_fs4,M,2,3,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,633,444,1,1,633,valid
s24_abj_fs4,M,2,4,swan_label,swan,NA,valid,label,absent,swan,2463,NA,1,NA,2463,valid
s24_abj_fs4,M,2,5,turtle_label,turtle,NA,invalid,label,absent,turtle,1752,NA,1,NA,1752,invalid
s24_abj_fs4,M,2,6,noise,noise,rollingpin,valid,notCued,present,rollingpin,1370,430,1,1,1370,notCued
s24_abj_fs4,M,2,7,zebra_label,zebra,zebra,valid,label,present,zebra,1527,560,1,1,1527,valid
s24_abj_fs4,M,2,8,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,739,258,1,1,739,valid
s24_abj_fs4,M,2,9,noise,noise,zebra,valid,notCued,present,zebra,1371,557,1,1,1371,notCued
s24_abj_fs4,M,2,10,noise,noise,NA,invalid,notCued,absent,turtle,1877,NA,1,NA,1877,notCued
s24_abj_fs4,M,2,11,noise,noise,NA,valid,notCued,absent,swan,1477,NA,1,NA,1477,notCued
s24_abj_fs4,M,2,12,kangaroo_label,kangaroo,NA,valid,label,absent,kangaroo,1266,NA,1,NA,1266,valid
s24_abj_fs4,M,2,13,kangaroo_label,kangaroo,NA,valid,label,absent,kangaroo,1058,NA,1,NA,1058,valid
s24_abj_fs4,M,2,14,noise,noise,football,invalid,notCued,present,pumpkin,1745,1071,1,1,1745,notCued
s24_abj_fs4,M,2,15,noise,noise,turtle,valid,notCued,present,turtle,1733,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,16,turtle_label,turtle,NA,valid,label,absent,turtle,1161,NA,1,NA,1161,valid
s24_abj_fs4,M,2,17,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,1744,496,1,1,1744,valid
s24_abj_fs4,M,2,18,rollingpin_label,rollingpin,NA,valid,label,absent,rollingpin,951,NA,1,NA,951,valid
s24_abj_fs4,M,2,19,zebra_label,zebra,zebra,valid,label,present,zebra,1162,622,1,1,1162,valid
s24_abj_fs4,M,2,20,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,949,768,1,1,949,valid
s24_abj_fs4,M,2,21,turtle_label,turtle,turtle,valid,label,present,turtle,1056,NA,0,NA,NA,valid
s24_abj_fs4,M,2,22,noise,noise,rollingpin,invalid,notCued,present,turtle,1585,703,1,1,1585,notCued
s24_abj_fs4,M,2,23,noise,noise,turtle,valid,notCued,present,turtle,1267,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,24,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,1070,NA,0,NA,NA,valid
s24_abj_fs4,M,2,25,pumpkin_label,pumpkin,NA,invalid,label,absent,pumpkin,951,NA,1,NA,951,invalid
s24_abj_fs4,M,2,26,swan_label,swan,NA,valid,label,absent,swan,1372,NA,1,NA,1372,valid
s24_abj_fs4,M,2,27,kangaroo_label,kangaroo,NA,invalid,label,absent,kangaroo,1055,NA,1,NA,1055,invalid
s24_abj_fs4,M,2,28,zebra_label,zebra,NA,valid,label,absent,zebra,1053,NA,1,NA,1053,valid
s24_abj_fs4,M,2,29,noise,noise,NA,valid,notCued,absent,football,1056,NA,1,NA,1056,notCued
s24_abj_fs4,M,2,30,turtle_label,turtle,NA,valid,label,absent,turtle,952,NA,1,NA,952,valid
s24_abj_fs4,M,2,31,noise,noise,football,valid,notCued,present,football,1371,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,32,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,1267,NA,0,NA,NA,valid
s24_abj_fs4,M,2,33,rollingpin_label,rollingpin,NA,valid,label,absent,rollingpin,846,NA,1,NA,846,valid
s24_abj_fs4,M,2,34,swan_label,swan,swan,valid,label,present,swan,1373,1118,1,1,1373,valid
s24_abj_fs4,M,2,35,noise,noise,NA,valid,notCued,absent,pumpkin,1055,NA,1,NA,1055,notCued
s24_abj_fs4,M,2,36,pumpkin_label,pumpkin,NA,valid,label,absent,pumpkin,1160,NA,1,NA,1160,valid
s24_abj_fs4,M,2,37,zebra_label,zebra,NA,invalid,label,absent,zebra,1161,NA,1,NA,1161,invalid
s24_abj_fs4,M,2,38,noise,noise,zebra,valid,notCued,present,zebra,1372,888,1,1,1372,notCued
s24_abj_fs4,M,2,39,swan_label,swan,NA,invalid,label,absent,swan,1054,NA,1,NA,1054,invalid
s24_abj_fs4,M,2,40,noise,noise,NA,valid,notCued,absent,kangaroo,1055,NA,1,NA,1055,notCued
s24_abj_fs4,M,2,41,swan_label,swan,swan,valid,label,present,swan,1584,596,1,1,1584,valid
s24_abj_fs4,M,2,42,noise,noise,kangaroo,valid,notCued,present,kangaroo,1162,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,43,noise,noise,rollingpin,valid,notCued,present,rollingpin,1373,554,1,1,1373,notCued
s24_abj_fs4,M,2,44,noise,noise,swan,valid,notCued,present,swan,1923,687,1,0,1923,notCued
s24_abj_fs4,M,2,45,noise,noise,banana,valid,notCued,present,banana,1266,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,46,noise,noise,kangaroo,invalid,notCued,present,pumpkin,1266,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,47,noise,noise,pumpkin,invalid,notCued,present,zebra,1070,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,48,noise,noise,pumpkin,valid,notCued,present,pumpkin,1177,614,1,1,1177,notCued
s24_abj_fs4,M,2,49,noise,noise,NA,invalid,notCued,absent,swan,847,NA,1,NA,847,notCued
s24_abj_fs4,M,2,50,rollingpin_label,rollingpin,rollingpin,valid,label,present,rollingpin,845,370,1,1,845,valid
s24_abj_fs4,M,2,51,turtle_label,turtle,turtle,valid,label,present,turtle,1372,411,1,1,1372,valid
s24_abj_fs4,M,2,52,noise,noise,rollingpin,valid,notCued,present,rollingpin,1056,440,1,1,1056,notCued
s24_abj_fs4,M,2,53,noise,noise,NA,valid,notCued,absent,swan,1163,NA,1,NA,1163,notCued
s24_abj_fs4,M,2,54,banana_label,banana,NA,valid,label,absent,banana,1372,NA,1,NA,1372,valid
s24_abj_fs4,M,2,55,noise,noise,kangaroo,valid,notCued,present,kangaroo,1712,543,1,1,1712,notCued
s24_abj_fs4,M,2,56,football_label,football,rollingpin,invalid,label,present,football,1509,399,1,1,1509,invalid
s24_abj_fs4,M,2,57,noise,noise,NA,invalid,notCued,absent,rollingpin,1057,NA,1,NA,1057,notCued
s24_abj_fs4,M,2,58,banana_label,banana,banana,valid,label,present,banana,1478,NA,0,NA,NA,valid
s24_abj_fs4,M,2,59,noise,noise,zebra,valid,notCued,present,zebra,1374,1557,1,1,1374,notCued
s24_abj_fs4,M,2,60,football_label,football,NA,valid,label,absent,football,1876,NA,1,NA,1876,valid
s24_abj_fs4,M,2,61,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,1678,431,1,1,1678,valid
s24_abj_fs4,M,2,62,football_label,football,football,valid,label,present,football,1371,508,1,1,1371,valid
s24_abj_fs4,M,2,63,noise,noise,NA,valid,notCued,absent,rollingpin,1477,NA,1,NA,1477,notCued
s24_abj_fs4,M,2,64,kangaroo_label,kangaroo,turtle,invalid,label,present,kangaroo,1687,335,1,1,1687,invalid
s24_abj_fs4,M,2,65,noise,noise,football,valid,notCued,present,football,2133,511,1,1,2133,notCued
s24_abj_fs4,M,2,66,pumpkin_label,pumpkin,pumpkin,valid,label,present,pumpkin,1391,439,1,1,1391,valid
s24_abj_fs4,M,2,67,banana_label,banana,banana,valid,label,present,banana,1833,NA,0,NA,NA,valid
s24_abj_fs4,M,2,68,kangaroo_label,kangaroo,kangaroo,valid,label,present,kangaroo,2372,NA,0,NA,NA,valid
s24_abj_fs4,M,2,69,noise,noise,banana,valid,notCued,present,banana,1667,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,70,football_label,football,pumpkin,invalid,label,present,football,2862,704,1,1,2862,invalid
s24_abj_fs4,M,2,71,noise,noise,NA,valid,notCued,absent,kangaroo,1055,NA,1,NA,1055,notCued
s24_abj_fs4,M,2,72,football_label,football,NA,valid,label,absent,football,845,NA,1,NA,845,valid
s24_abj_fs4,M,2,73,noise,noise,NA,valid,notCued,absent,pumpkin,846,NA,1,NA,846,notCued
s24_abj_fs4,M,2,74,noise,noise,kangaroo,valid,notCued,present,kangaroo,1369,NA,0,NA,NA,notCued
s24_abj_fs4,M,2,75,noise,noise,NA,valid,notCued,absent,football,738,NA,1,NA,738,notCued
s24_abj_fs4,M,2,76,swan_label,swan,NA,valid,label,absent,swan,1055,NA,1,NA,1055,valid
s24_abj_fs4,M,2,77,turtle_label,turtle,turtle,valid,label,present,turtle,1531,NA,0,NA,NA,valid
s24_abj_fs4,M,2,78,noise,noise,NA,valid,notCued,absent,pumpkin,1161,NA,1,NA,1161,notCued
s24_abj_fs4,M,2,79,zebra_label,zebra,kangaroo,invalid,label,present,zebra,1478,NA,0,NA,NA,invalid
