Trial_nr	Outputfile	Prime	Target	Condition	Pic_Present_Absent	Picture_Time	Button_Time	Button_Pressed	RT
1	9_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	2166
2	9_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1073
3	9_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1287
4	9_CFS3_logfile.txt	Zweep	30_S_Brain.jpg	incongruent	present	0	0	1	861
5	9_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	903
6	9_CFS3_logfile.txt	Raket	8_T_Bottle.jpg	incongruent	present	0	0	2	1030
7	9_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	2	1026
8	9_CFS3_logfile.txt	Raket	4_T_Ball.jpg	incongruent	present	0	0	1	923
9	9_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	congruent	present	0	0	1	873
10	9_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	862
11	9_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	839
12	9_CFS3_logfile.txt	Hoed	39_T_Crane.jpg	incongruent	present	0	0	1	748
13	9_CFS3_logfile.txt	Fluit	32_T_Hat.jpg	incongruent	present	0	0	1	815
14	9_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	867
15	9_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	861
16	9_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	864
17	9_CFS3_logfile.txt	Fles	8_T_Bottle.jpg	congruent	present	0	0	2	1025
18	9_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	968
19	9_CFS3_logfile.txt	Fles	30_S_Brain.jpg	incongruent	present	0	0	1	805
20	9_CFS3_logfile.txt	Fluit	36_T_Flute.jpg	congruent	present	0	0	1	809
21	9_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	765
