Trial_nr	Outputfile	Prime	Target	Condition	Pic_Present_Absent	Picture_Time	Button_Time	Button_Pressed	RT
1	23_CFS3_logfile.txt	Hersens	30_S_Brain.jpg	congruent	present	0	0	2	1211
2	23_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1200
3	23_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1285
4	23_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	1293
5	23_CFS3_logfile.txt	Hoed	blank.jpg	noPic	absent	0	0	2	1161
6	23_CFS3_logfile.txt	Zweep	blank.jpg	noPic	absent	0	0	2	1197
7	23_CFS3_logfile.txt	spuitje	blank.jpg	noPic	absent	0	0	2	1610
8	23_CFS3_logfile.txt	Bonbon	51_Control.jpg	incongruent	present	0	0	2	1290
9	23_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	1372
10	23_CFS3_logfile.txt	Kussen	12_T_Cushion.jpg	congruent	present	0	0	2	1379
11	23_CFS3_logfile.txt	Hersens	12_T_Cushion.jpg	incongruent	present	0	0	2	1249
12	23_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1011
13	23_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	918
14	23_CFS3_logfile.txt	Hersens	30_S_Brain.jpg	congruent	present	0	0	2	1053
15	23_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1626
16	23_CFS3_logfile.txt	Bonbon	36_T_Flute.jpg	incongruent	present	0	0	2	1485
17	23_CFS3_logfile.txt	Banaan	1_T_Banaan.jpg	congruent	present	0	0	2	1785
18	23_CFS3_logfile.txt	Kussen	30_S_Brain.jpg	incongruent	present	0	0	2	1272
19	23_CFS3_logfile.txt	Fles	12_T_Cushion.jpg	incongruent	present	0	0	2	1421
20	23_CFS3_logfile.txt	Ball	1_T_Banaan.jpg	incongruent	present	0	0	2	1346
21	23_CFS3_logfile.txt	Vlinder	30_S_Brain.jpg	incongruent	present	0	0	2	1318
22	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1271
23	23_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1374
24	23_CFS3_logfile.txt	Hark	38_T_Hark.jpg	congruent	present	0	0	2	1285
25	23_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	1247
26	23_CFS3_logfile.txt	Pen	51_Control.jpg	incongruent	present	0	0	2	1328
27	23_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1600
28	23_CFS3_logfile.txt	Hoed	blank.jpg	noPic	absent	0	0	2	1861
29	23_CFS3_logfile.txt	Fles	1_T_Banaan.jpg	incongruent	present	0	0	2	1635
30	23_CFS3_logfile.txt	Palm	38_T_Hark.jpg	incongruent	present	0	0	1	2558
31	23_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	1862
32	23_CFS3_logfile.txt	Hark	38_T_Hark.jpg	congruent	present	0	0	2	1863
33	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1784
34	23_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1634
35	23_CFS3_logfile.txt	Spuitje	39_T_Crane.jpg	incongruent	present	0	0	2	1689
36	23_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	2007
37	23_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1359
38	23_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1692
39	23_CFS3_logfile.txt	Hoed	32_T_Hat.jpg	congruent	present	0	0	2	1607
40	23_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1378
41	23_CFS3_logfile.txt	Palm	52_T_Bonbon.jpg	incongruent	present	0	0	2	1733
42	23_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	2066
43	23_CFS3_logfile.txt	Zweep	29_T_Whip.jpg	congruent	present	0	0	2	1622
44	23_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	1	1536
45	23_CFS3_logfile.txt	Hark	38_T_Hark.jpg	congruent	present	0	0	2	2168
46	23_CFS3_logfile.txt	spuitje	49_T_Injection.jpg	congruent	present	0	0	2	1774
47	23_CFS3_logfile.txt	spuitje	49_T_Injection.jpg	congruent	present	0	0	2	1673
48	23_CFS3_logfile.txt	Palm	51_Control.jpg	congruent	present	0	0	2	1589
49	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1391
50	23_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	921
51	23_CFS3_logfile.txt	Hersens	17_T_Rocket.jpg	incongruent	present	0	0	2	1050
52	23_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	1206
53	23_CFS3_logfile.txt	Zweep	blank.jpg	noPic	absent	0	0	2	1047
54	23_CFS3_logfile.txt	Banaan	1_T_Banaan.jpg	congruent	present	0	0	2	721
55	23_CFS3_logfile.txt	Kussen	12_T_Cushion.jpg	congruent	present	0	0	2	1341
56	23_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1316
57	23_CFS3_logfile.txt	Palm	51_Control.jpg	congruent	present	0	0	2	1209
58	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1636
59	23_CFS3_logfile.txt	Zweep	blank.jpg	noPic	absent	0	0	2	1483
60	23_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1814
61	23_CFS3_logfile.txt	Ball	4_T_Ball.jpg	congruent	present	0	0	1	1390
62	23_CFS3_logfile.txt	Spuitje	38_T_Hark.jpg	incongruent	present	0	0	2	1003
63	23_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	1421
64	23_CFS3_logfile.txt	Bonbon	32_T_Hat.jpg	incongruent	present	0	0	1	1674
65	23_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1116
66	23_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	1318
67	23_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1037
68	23_CFS3_logfile.txt	Fluit	36_T_Flute.jpg	congruent	present	0	0	1	1434
69	23_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	1727
70	23_CFS3_logfile.txt	Zweep	8_T_Bottle.jpg	incongruent	present	0	0	2	1086
71	23_CFS3_logfile.txt	Bonbon	52_T_Bonbon.jpg	congruent	present	0	0	1	1227
72	23_CFS3_logfile.txt	Spuitje	36_T_Flute.jpg	incongruent	present	0	0	2	1087
73	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1169
74	23_CFS3_logfile.txt	Kussen	12_T_Cushion.jpg	congruent	present	0	0	2	1528
75	23_CFS3_logfile.txt	Raket	1_T_Banaan.jpg	incongruent	present	0	0	2	1579
76	23_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1436
77	23_CFS3_logfile.txt	spuitje	blank.jpg	noPic	absent	0	0	2	1073
78	23_CFS3_logfile.txt	Pen	50_T_Pen.jpg	congruent	present	0	0	2	1098
79	23_CFS3_logfile.txt	Palm	51_Control.jpg	congruent	present	0	0	2	1115
80	23_CFS3_logfile.txt	Kraan	39_T_Crane.jpg	congruent	present	0	0	1	1362
81	23_CFS3_logfile.txt	Hersens	29_T_Whip.jpg	incongruent	present	0	0	2	1474
82	23_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1115
83	23_CFS3_logfile.txt	Kraan	50_T_Pen.jpg	incongruent	present	0	0	2	1162
84	23_CFS3_logfile.txt	Zweep	blank.jpg	noPic	absent	0	0	2	1253
85	23_CFS3_logfile.txt	Raket	8_T_Bottle.jpg	incongruent	present	0	0	2	1475
86	23_CFS3_logfile.txt	Bonbon	50_T_Pen.jpg	incongruent	present	0	0	2	2060
87	23_CFS3_logfile.txt	Hark	49_T_Injection.jpg	incongruent	present	0	0	2	1232
88	23_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	incongruent	present	0	0	2	1142
89	23_CFS3_logfile.txt	Pen	50_T_Pen.jpg	congruent	present	0	0	2	1209
90	23_CFS3_logfile.txt	Kraan	51_Control.jpg	incongruent	present	0	0	1	1390
91	23_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1090
92	23_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	congruent	present	0	0	2	1285
93	23_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	1352
94	23_CFS3_logfile.txt	Hoed	49_T_Injection.jpg	incongruent	present	0	0	2	1235
95	23_CFS3_logfile.txt	Ball	4_T_Ball.jpg	congruent	present	0	0	1	1089
96	23_CFS3_logfile.txt	Raket	17_T_Rocket.jpg	congruent	present	0	0	1	1378
97	23_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	976
98	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1014
99	23_CFS3_logfile.txt	Bonbon	52_T_Bonbon.jpg	congruent	present	0	0	1	1308
100	23_CFS3_logfile.txt	Banaan	4_T_Ball.jpg	incongruent	present	0	0	1	987
101	23_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	920
102	23_CFS3_logfile.txt	Palm	49_T_Injection.jpg	incongruent	present	0	0	2	809
103	23_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	1633
104	23_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	2	1588
105	23_CFS3_logfile.txt	Spuitje	blank.jpg	noPic	absent	0	0	2	1544
106	23_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1161
107	23_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	1445
108	23_CFS3_logfile.txt	Hoed	32_T_Hat.jpg	congruent	present	0	0	1	994
109	23_CFS3_logfile.txt	Banaan	29_T_Whip.jpg	incongruent	present	0	0	2	902
110	23_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	992
111	23_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	1211
112	23_CFS3_logfile.txt	Fles	8_T_Bottle.jpg	congruent	present	0	0	2	1185
