Trial_nr	Outputfile	Prime	Target	Condition	Pic_Present_Absent	Picture_Time	Button_Time	Button_Pressed	RT
1	7_CFS3_logfile.txt	Bonbon	52_T_Bonbon.jpg	congruent	present	0	0	2	1419
2	7_CFS3_logfile.txt	Raket	17_T_Rocket.jpg	congruent	present	0	0	2	906
3	7_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	786
4	7_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	780
5	7_CFS3_logfile.txt	Banaan	1_T_Banaan.jpg	congruent	present	0	0	2	689
6	7_CFS3_logfile.txt	Banaan	29_T_Whip.jpg	incongruent	present	0	0	2	712
7	7_CFS3_logfile.txt	Bonbon	32_T_Hat.jpg	incongruent	present	0	0	2	779
8	7_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1102
9	7_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1130
10	7_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	775
11	7_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	828
12	7_CFS3_logfile.txt	Hoed	36_T_Flute.jpg	incongruent	present	0	0	2	790
13	7_CFS3_logfile.txt	spuitje	blank.jpg	noPic	absent	0	0	2	801
14	7_CFS3_logfile.txt	Hark	39_T_Crane.jpg	incongruent	present	0	0	2	722
15	7_CFS3_logfile.txt	Palm	50_T_Pen.jpg	incongruent	present	0	0	2	848
16	7_CFS3_logfile.txt	Bonbon	50_T_Pen.jpg	incongruent	present	0	0	2	711
17	7_CFS3_logfile.txt	Fles	30_S_Brain.jpg	incongruent	present	0	0	2	765
18	7_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	751
19	7_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	congruent	present	0	0	1	764
20	7_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1313
21	7_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	1	809
22	7_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1116
23	7_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	752
24	7_CFS3_logfile.txt	Spuitje	blank.jpg	noPic	absent	0	0	2	765
25	7_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	1	1012
26	7_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	1	882
27	7_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	944
28	7_CFS3_logfile.txt	Kraan	39_T_Crane.jpg	congruent	present	0	0	2	701
29	7_CFS3_logfile.txt	Ball	17_T_Rocket.jpg	incongruent	present	0	0	2	715
30	7_CFS3_logfile.txt	Zweep	blank.jpg	noPic	absent	0	0	2	726
31	7_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	763
32	7_CFS3_logfile.txt	Vlinder	8_T_Bottle.jpg	incongruent	present	0	0	2	586
