Trial_nr	Outputfile	Prime	Target	Condition	Pic_Present_Absent	Picture_Time	Button_Time	Button_Pressed	RT
1	22_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	1673
2	22_CFS3_logfile.txt	Pen	51_Control.jpg	incongruent	present	0	0	2	1570
3	22_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	969
4	22_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	1004
5	22_CFS3_logfile.txt	Raket	4_T_Ball.jpg	incongruent	present	0	0	2	777
6	22_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1003
7	22_CFS3_logfile.txt	Fles	8_T_Bottle.jpg	congruent	present	0	0	1	783
8	22_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	654
9	22_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	938
10	22_CFS3_logfile.txt	spuitje	49_T_Injection.jpg	congruent	present	0	0	1	792
11	22_CFS3_logfile.txt	Kussen	12_T_Cushion.jpg	congruent	present	0	0	2	1283
12	22_CFS3_logfile.txt	Pen	50_T_Pen.jpg	congruent	present	0	0	2	1175
13	22_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	1184
14	22_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1411
15	22_CFS3_logfile.txt	Banaan	1_T_Banaan.jpg	congruent	present	0	0	1	1390
16	22_CFS3_logfile.txt	Fles	12_T_Cushion.jpg	incongruent	present	0	0	2	1044
17	22_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1514
18	22_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	1354
19	22_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	788
20	22_CFS3_logfile.txt	spuitje	49_T_Injection.jpg	congruent	present	0	0	1	845
21	22_CFS3_logfile.txt	Bonbon	52_T_Bonbon.jpg	congruent	present	0	0	1	856
22	22_CFS3_logfile.txt	Ball	1_T_Banaan.jpg	incongruent	present	0	0	2	1913
23	22_CFS3_logfile.txt	Ball	17_T_Rocket.jpg	incongruent	present	0	0	2	1199
24	22_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	887
25	22_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	775
26	22_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	956
27	22_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	721
28	22_CFS3_logfile.txt	Kraan	50_T_Pen.jpg	incongruent	present	0	0	1	1499
29	22_CFS3_logfile.txt	Ball	4_T_Ball.jpg	congruent	present	0	0	1	1032
30	22_CFS3_logfile.txt	Bonbon	36_T_Flute.jpg	incongruent	present	0	0	2	1470
31	22_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	2	1302
32	22_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	895
33	22_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	888
34	22_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	887
35	22_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	754
36	22_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	858
37	22_CFS3_logfile.txt	Hark	38_T_Hark.jpg	congruent	present	0	0	1	883
38	22_CFS3_logfile.txt	Kussen	29_T_Whip.jpg	incongruent	present	0	0	1	951
39	22_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1335
40	22_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	congruent	present	0	0	1	888
41	22_CFS3_logfile.txt	Zweep	4_T_Ball.jpg	incongruent	present	0	0	1	937
42	22_CFS3_logfile.txt	Bonbon	50_T_Pen.jpg	incongruent	present	0	0	1	750
43	22_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	congruent	present	0	0	1	832
44	22_CFS3_logfile.txt	Fluit	36_T_Flute.jpg	congruent	present	0	0	2	1301
45	22_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	2	1463
46	22_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1037
47	22_CFS3_logfile.txt	Hark	49_T_Injection.jpg	incongruent	present	0	0	1	976
48	22_CFS3_logfile.txt	Raket	12_T_Cushion.jpg	incongruent	present	0	0	1	834
49	22_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1111
50	22_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	1359
51	22_CFS3_logfile.txt	Palm	38_T_Hark.jpg	incongruent	present	0	0	2	1167
52	22_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	766
53	22_CFS3_logfile.txt	Raket	17_T_Rocket.jpg	congruent	present	0	0	1	741
54	22_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	1	1539
55	22_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	785
56	22_CFS3_logfile.txt	Banaan	1_T_Banaan.jpg	congruent	present	0	0	1	754
57	22_CFS3_logfile.txt	Hersens	17_T_Rocket.jpg	incongruent	present	0	0	2	1075
58	22_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	908
59	22_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	765
60	22_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	784
61	22_CFS3_logfile.txt	Zweep	30_S_Brain.jpg	incongruent	present	0	0	1	902
62	22_CFS3_logfile.txt	Hoed	blank.jpg	noPic	absent	0	0	2	1110
63	22_CFS3_logfile.txt	Ball	12_T_Cushion.jpg	incongruent	present	0	0	1	900
64	22_CFS3_logfile.txt	Spuitje	blank.jpg	noPic	absent	0	0	2	1018
65	22_CFS3_logfile.txt	Hoed	36_T_Flute.jpg	incongruent	present	0	0	1	894
66	22_CFS3_logfile.txt	Hersens	30_S_Brain.jpg	congruent	present	0	0	1	780
67	22_CFS3_logfile.txt	Fles	8_T_Bottle.jpg	congruent	present	0	0	2	1116
68	22_CFS3_logfile.txt	Pen	50_T_Pen.jpg	congruent	present	0	0	1	755
