Trial_nr	Outputfile	Prime	Target	Condition	Pic_Present_Absent	Picture_Time	Button_Time	Button_Pressed	RT
1	20_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	1324
2	20_CFS3_logfile.txt	Bonbon	50_T_Pen.jpg	incongruent	present	0	0	2	1127
3	20_CFS3_logfile.txt	Bonbon	52_T_Bonbon.jpg	congruent	present	0	0	2	1045
4	20_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	1047
5	20_CFS3_logfile.txt	Bonbon	36_T_Flute.jpg	incongruent	present	0	0	2	878
6	20_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1006
7	20_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	1084
8	20_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1040
9	20_CFS3_logfile.txt	Kraan	50_T_Pen.jpg	incongruent	present	0	0	2	1160
10	20_CFS3_logfile.txt	Ball	4_T_Ball.jpg	congruent	present	0	0	2	1316
11	20_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1065
12	20_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	1041
13	20_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	875
14	20_CFS3_logfile.txt	Pen	51_Control.jpg	incongruent	present	0	0	1	1203
15	20_CFS3_logfile.txt	Kraan	38_T_Hark.jpg	incongruent	present	0	0	2	883
16	20_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	875
17	20_CFS3_logfile.txt	Fles	30_S_Brain.jpg	incongruent	present	0	0	2	906
18	20_CFS3_logfile.txt	Vlinder	28_T_Butterfly.jpg	congruent	present	0	0	2	921
19	20_CFS3_logfile.txt	Vlinder	8_T_Bottle.jpg	incongruent	present	0	0	2	819
20	20_CFS3_logfile.txt	spuitje	49_T_Injection.jpg	congruent	present	0	0	2	912
21	20_CFS3_logfile.txt	Hark	38_T_Hark.jpg	congruent	present	0	0	2	873
22	20_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	948
