Trial_nr	Outputfile	Prime	Target	Condition	Pic_Present_Absent	Picture_Time	Button_Time	Button_Pressed	RT
1	27_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	2168
2	27_CFS3_logfile.txt	Kussen	12_T_Cushion.jpg	congruent	present	0	0	2	1743
3	27_CFS3_logfile.txt	Kussen	29_T_Whip.jpg	incongruent	present	0	0	2	1385
4	27_CFS3_logfile.txt	Vlinder	29_T_Whip.jpg	incongruent	present	0	0	2	2066
5	27_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	1989
6	27_CFS3_logfile.txt	Hersens	30_S_Brain.jpg	congruent	present	0	0	1	1879
7	27_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	1682
8	27_CFS3_logfile.txt	Ball	4_T_Ball.jpg	congruent	present	0	0	2	2094
9	27_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	1821
10	27_CFS3_logfile.txt	Palm	blank.jpg	noPic	absent	0	0	2	1806
11	27_CFS3_logfile.txt	Hersens	30_S_Brain.jpg	congruent	present	0	0	1	1034
12	27_CFS3_logfile.txt	Fluit	36_T_Flute.jpg	congruent	present	0	0	2	1163
13	27_CFS3_logfile.txt	Pen	blank.jpg	noPic	absent	0	0	2	1622
14	27_CFS3_logfile.txt	Hersens	30_S_Brain.jpg	congruent	present	0	0	2	1329
15	27_CFS3_logfile.txt	Kraan	39_T_Crane.jpg	congruent	present	0	0	2	1185
16	27_CFS3_logfile.txt	Fles	1_T_Banaan.jpg	incongruent	present	0	0	2	1506
17	27_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1637
18	27_CFS3_logfile.txt	Hoed	blank.jpg	noPic	absent	0	0	2	1467
19	27_CFS3_logfile.txt	Bonbon	51_Control.jpg	incongruent	present	0	0	2	1455
20	27_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1050
21	27_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	2	1317
22	27_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1272
23	27_CFS3_logfile.txt	Raket	12_T_Cushion.jpg	incongruent	present	0	0	2	1337
24	27_CFS3_logfile.txt	Hersens	blank.jpg	noPic	absent	0	0	2	1461
25	27_CFS3_logfile.txt	Zweep	29_T_Whip.jpg	congruent	present	0	0	2	1603
26	27_CFS3_logfile.txt	Pen	51_Control.jpg	incongruent	present	0	0	1	1300
27	27_CFS3_logfile.txt	Kraan	blank.jpg	noPic	absent	0	0	2	1023
28	27_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1592
29	27_CFS3_logfile.txt	Hersens	17_T_Rocket.jpg	incongruent	present	0	0	2	1378
30	27_CFS3_logfile.txt	spuitje	49_T_Injection.jpg	congruent	present	0	0	2	1467
31	27_CFS3_logfile.txt	Fluit	blank.jpg	noPic	absent	0	0	1	1203
32	27_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1136
33	27_CFS3_logfile.txt	Bonbon	blank.jpg	noPic	absent	0	0	1	1231
34	27_CFS3_logfile.txt	Kussen	blank.jpg	noPic	absent	0	0	2	1326
35	27_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	1336
36	27_CFS3_logfile.txt	Kraan	52_T_Bonbon.jpg	incongruent	present	0	0	1	1046
37	27_CFS3_logfile.txt	Ball	blank.jpg	noPic	absent	0	0	2	1338
38	27_CFS3_logfile.txt	Fles	blank.jpg	noPic	absent	0	0	2	1597
39	27_CFS3_logfile.txt	Raket	blank.jpg	noPic	absent	0	0	2	1232
40	27_CFS3_logfile.txt	Spuitje	38_T_Hark.jpg	incongruent	present	0	0	1	994
41	27_CFS3_logfile.txt	Banaan	blank.jpg	noPic	absent	0	0	2	1400
42	27_CFS3_logfile.txt	Hark	blank.jpg	noPic	absent	0	0	2	1256
43	27_CFS3_logfile.txt	Raket	8_T_Bottle.jpg	incongruent	present	0	0	1	1318
44	27_CFS3_logfile.txt	Vlinder	blank.jpg	noPic	absent	0	0	2	1871
45	27_CFS3_logfile.txt	Hoed	blank.jpg	noPic	absent	0	0	1	1139
46	27_CFS3_logfile.txt	Kraan	39_T_Crane.jpg	congruent	present	0	0	2	1316
